"Hospital.Name","Hospital.Type","Address","label","State","ZIP.Code","Emergency.Services","Hospital.overall.rating","count","city_matched","Population2010","Geolocation","ACCESS2_AdjPrev","ARTHRITIS_AdjPrev","BINGE_AdjPrev","BPHIGH_AdjPrev","BPMED_AdjPrev","CANCER_AdjPrev","CASTHMA_AdjPrev","CHD_AdjPrev","CHECKUP_AdjPrev","CHOLSCREEN_AdjPrev","COLON_SCREEN_AdjPrev","COPD_AdjPrev","COREM_AdjPrev","COREW_AdjPrev","CSMOKING_AdjPrev","DENTAL_AdjPrev","DIABETES_AdjPrev","HIGHCHOL_AdjPrev","KIDNEY_AdjPrev","LPA_AdjPrev","MAMMOUSE_AdjPrev","MHLTH_AdjPrev","OBESITY_AdjPrev","PAPTEST_AdjPrev","PHLTH_AdjPrev","SLEEP_AdjPrev","STROKE_AdjPrev","TEETHLOST_AdjPrev","owner_tri","PlaceName","f_address.x","long.x","lati.x","f_address.y","long.y","lati.y"
"ST JOSEPH'S REGIONAL MEDICAL CENTER","Acute Care Hospitals","703 MAIN ST","Paterson, NJ","NJ",7503,"true",1,1,"paterson",146199,"(40.91468749770, -74.1624181271)",32.3,24.4,14.5,35.7,60.6,4.7,10.1,7.3,72.5,72.3,49.3,7.4,24.7,17.5,22.2,49.4,15.1,38.1,3.4,36.3,74.7,15.2,37.3,77.3,17.4,45.7,4,22.4,"Non-profit","Paterson","703 MAIN ST Paterson NJ 07503",-74.1657260855886,40.90360815,"703 MAIN ST Paterson NJ 07503",-74.1657260855886,40.90360815
"ST FRANCIS MEDICAL CENTER","Acute Care Hospitals","601 HAMILTON AVE","Trenton, NJ","NJ",8629,"true",2,1,"trenton",84913,"(40.22372899810, -74.7639943311)",28.7,26.4,14.1,38.2,64.5,5.1,11.3,7.9,74.3,75.3,51,8.8,24.6,18,27,47.9,15.2,36.1,3,34.8,73.6,16,39.3,77.5,17.7,45.3,4.7,29.7,"Non-profit","Trenton","601 HAMILTON AVE Trenton NJ 08629",-74.7412866,40.216605,"601 HAMILTON AVE Trenton NJ 08629",-74.7412866,40.216605
"CAREPOINT HEALTH - BAYONNE MEDICAL CENTER","Acute Care Hospitals","29 EAST 29TH ST","Jersey City, NJ","NJ",7002,"true",2,1,"jersey city",247597,"(40.71881308520, -74.0687740635)",17.8,20.8,15,31.6,60.9,4.9,8.9,6,76.2,75.5,54.3,5.8,22.6,21.9,16.2,60.8,11.3,33.4,2.6,28.6,75,11.1,25.4,76.5,12.2,43.7,3.1,18.4,"Non-profit","Jersey City","29 EAST 29TH ST Jersey City NJ 07002",-74.1131495,40.6681933,"29 EAST 29TH ST Jersey City NJ 07002",-74.1131495,40.6681933
"TRINITAS REGIONAL MEDICAL CENTER","Acute Care Hospitals","225 WILLIAMSON STREET","Elizabeth, NJ","NJ",7207,"true",2,NA,"elizabeth",124969,"(40.66644477290, -74.1938679138)",29.3,23.2,14.7,29.9,58.8,4.9,8.9,7,72.2,72.7,49.7,6.6,25.2,21.1,21.1,53.5,13.1,33.5,3,33.2,75.6,13.8,32.7,79.3,15.3,43.4,3.4,20,"Non-profit","Elizabeth","225 WILLIAMSON STREET Elizabeth NJ 07207",-74.2142243292245,40.65875085,"225 WILLIAMSON STREET Elizabeth NJ 07207",-74.2142243292245,40.65875085
"OUR LADY OF LOURDES MEDICAL CENTER","Acute Care Hospitals","1600 HADDON AVENUE","Camden, NJ","NJ",8103,"true",4,1,"camden",77344,"(39.93619100660, -75.1072961899)",33.9,27.9,12.1,42.2,64.8,4.8,11.7,8.2,73.7,71.1,49.2,9.2,21.4,16.3,24.9,45,17.8,36.8,3.6,41.6,73.4,17.2,42.2,74.8,20.1,50.8,5.2,30,"Non-profit","Camden","1600 HADDON AVENUE Camden NJ 08103",-75.096878084553,39.9269412,"1600 HADDON AVENUE Camden NJ 08103",-75.096878084553,39.9269412
"JERSEY CITY MEDICAL CENTER","Acute Care Hospitals","355 GRAND STREET","Jersey City, NJ","NJ",7302,"true",2,1,"jersey city",247597,"(40.71881308520, -74.0687740635)",17.8,20.8,15,31.6,60.9,4.9,8.9,6,76.2,75.5,54.3,5.8,22.6,21.9,16.2,60.8,11.3,33.4,2.6,28.6,75,11.1,25.4,76.5,12.2,43.7,3.1,18.4,"Non-profit","Jersey City","355 GRAND STREET Jersey City NJ 07302",-74.0508237637131,40.7152568,"355 GRAND STREET Jersey City NJ 07302",-74.0508237637131,40.7152568
"CAPITAL HEALTH SYSTEM-FULD CAMPUS","Acute Care Hospitals","750 BRUNSWICK AVE","Trenton, NJ","NJ",8638,"true",1,1,"trenton",84913,"(40.22372899810, -74.7639943311)",28.7,26.4,14.1,38.2,64.5,5.1,11.3,7.9,74.3,75.3,51,8.8,24.6,18,27,47.9,15.2,36.1,3,34.8,73.6,16,39.3,77.5,17.7,45.3,4.7,29.7,"Non-profit","Trenton","750 BRUNSWICK AVE Trenton NJ 08638",-74.7519114,40.2359566,"750 BRUNSWICK AVE Trenton NJ 08638",-74.7519114,40.2359566
"SAINT MICHAEL'S MEDICAL CENTER","Acute Care Hospitals","111 CENTRAL AVENUE","Newark, NJ","NJ",7102,"true",2,1,"newark",277140,"(40.72606934490, -74.1752997118)",28.9,24.8,13.3,39,63.1,4.8,10.9,7.6,74.8,73.9,53,8.4,24,17.5,24,49.8,15.7,36,3.2,35.8,74.7,15.7,37.6,74.5,17.5,48,4.6,25,"Non-profit","Newark","111 CENTRAL AVENUE Newark NJ 07102",-74.1741435531345,40.7440691,"111 CENTRAL AVENUE Newark NJ 07102",-74.1741435531345,40.7440691
"UNIVERSITY HOSPITAL","Acute Care Hospitals","150 BERGEN ST","Newark, NJ","NJ",7103,"true",1,1,"newark",277140,"(40.72606934490, -74.1752997118)",28.9,24.8,13.3,39,63.1,4.8,10.9,7.6,74.8,73.9,53,8.4,24,17.5,24,49.8,15.7,36,3.2,35.8,74.7,15.7,37.6,74.5,17.5,48,4.6,25,"Government","Newark","150 BERGEN ST Newark NJ 07103",-74.1902086,40.7402148,"150 BERGEN ST Newark NJ 07103",-74.1902086,40.7402148
"UNM HOSPITAL","Acute Care Hospitals","2211 LOMAS BOULEVARD NE","Albuquerque, NM","NM",87106,"true",1,1,"albuquerque",545852,"(35.10550257710, -106.647447696)",17,22.4,14.5,25.9,54.3,6.1,9.8,5.3,61.1,70.1,63.9,5.4,32.7,32.6,18.8,64.2,9.3,29.2,2.9,20.4,75,11.6,25.5,80.4,12.1,32.8,2.6,14,"Non-profit","Albuquerque","2211 LOMAS BOULEVARD NE Albuquerque NM 87106",-106.6190589,35.0881912,"2211 LOMAS BOULEVARD NE Albuquerque NM 87106",-106.6190589,35.0881912
"CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER","Acute Care Hospitals","455 ST MICHAEL'S DRIVE","Santa Fe, NM","NM",87505,"true",2,1,"santa fe",67947,"(35.66627196010, -105.972662995)",17.8,20.4,14.3,22.8,51.2,5.9,9.1,4.9,59,70.4,58.4,4.9,35.6,27.1,16,66.9,7.9,28.4,2.8,17,70.8,10.9,19.4,82,11.2,27.1,2.4,11.1,"Non-profit","Santa Fe","455 ST MICHAEL'S DRIVE Santa Fe NM 87505",-105.94616400458,35.659295,"455 ST MICHAEL'S DRIVE Santa Fe NM 87505",-105.94616400458,35.659295
"LOVELACE MEDICAL CENTER","Acute Care Hospitals","601 DR MARTIN LUTHER KING JR AVE NE","Albuquerque, NM","NM",87102,"true",3,1,"albuquerque",545852,"(35.10550257710, -106.647447696)",17,22.4,14.5,25.9,54.3,6.1,9.8,5.3,61.1,70.1,63.9,5.4,32.7,32.6,18.8,64.2,9.3,29.2,2.9,20.4,75,11.6,25.5,80.4,12.1,32.8,2.6,14,"Non-profit","Albuquerque","601 DR MARTIN LUTHER KING JR AVE NE Albuquerque NM 87102",-106.6397952,35.086215,"601 DR MARTIN LUTHER KING JR AVE NE Albuquerque NM 87102",-106.6397952,35.086215
"LOVELACE WOMEN'S HOSPITAL","Acute Care Hospitals","4701 MONTGOMERY BOULEVARD NE","Albuquerque, NM","NM",87109,"true",3,1,"albuquerque",545852,"(35.10550257710, -106.647447696)",17,22.4,14.5,25.9,54.3,6.1,9.8,5.3,61.1,70.1,63.9,5.4,32.7,32.6,18.8,64.2,9.3,29.2,2.9,20.4,75,11.6,25.5,80.4,12.1,32.8,2.6,14,"Government","Albuquerque","4701 MONTGOMERY BOULEVARD NE Albuquerque NM 87109",-106.5909132,35.1318542,"4701 MONTGOMERY BOULEVARD NE Albuquerque NM 87109",-106.5909132,35.1318542
"MEMORIAL MEDICAL CENTER INC","Acute Care Hospitals","2450 SOUTH TELSHOR BLVD","Las Cruces, NM","NM",88011,"true",2,1,"las cruces",97618,"(32.32663879700, -106.789465579)",19.9,23.2,15.7,29.1,57.1,5.7,9.4,5.5,61.2,67.5,55.3,5.8,33.1,25.1,17.9,64,10.3,31.4,3.1,21.1,70.2,12.2,28.8,79.5,13.5,32.2,2.8,14.3,"Proprietary","Las Cruces","2450 SOUTH TELSHOR BLVD Las Cruces NM 88011",-106.7371439,32.2913762,"2450 SOUTH TELSHOR BLVD Las Cruces NM 88011",-106.7371439,32.2913762
"PRESBYTERIAN HOSPITAL","Acute Care Hospitals","1100 CENTRAL AVENUE SE","Albuquerque, NM","NM",87106,"true",3,1,"albuquerque",545852,"(35.10550257710, -106.647447696)",17,22.4,14.5,25.9,54.3,6.1,9.8,5.3,61.1,70.1,63.9,5.4,32.7,32.6,18.8,64.2,9.3,29.2,2.9,20.4,75,11.6,25.5,80.4,12.1,32.8,2.6,14,"Government","Albuquerque","1100 CENTRAL AVENUE SE Albuquerque NM 87106",-106.6339204,35.0821338,"1100 CENTRAL AVENUE SE Albuquerque NM 87106",-106.6339204,35.0821338
"SANTA FE PHS INDIAN HOSPITAL","Acute Care Hospitals","1700 CERRILLOS ROAD","Santa Fe, NM","NM",87501,"false",NA,1,"santa fe",67947,"(35.66627196010, -105.972662995)",17.8,20.4,14.3,22.8,51.2,5.9,9.1,4.9,59,70.4,58.4,4.9,35.6,27.1,16,66.9,7.9,28.4,2.8,17,70.8,10.9,19.4,82,11.2,27.1,2.4,11.1,"Government","Santa Fe","1700 CERRILLOS ROAD Santa Fe NM 87501",-105.9701619,35.6675231,"1700 CERRILLOS ROAD Santa Fe NM 87501",-105.9701619,35.6675231
"LOVELACE WESTSIDE HOSPITAL","Acute Care Hospitals","10501 GOLF COURSE ROAD NW","Albuquerque, NM","NM",87114,"true",4,NA,"albuquerque",545852,"(35.10550257710, -106.647447696)",17,22.4,14.5,25.9,54.3,6.1,9.8,5.3,61.1,70.1,63.9,5.4,32.7,32.6,18.8,64.2,9.3,29.2,2.9,20.4,75,11.6,25.5,80.4,12.1,32.8,2.6,14,"Government","Albuquerque","10501 GOLF COURSE ROAD NW Albuquerque NM 87114",-106.6771935,35.2075205,"10501 GOLF COURSE ROAD NW Albuquerque NM 87114",-106.6771935,35.2075205
"MOUNTAIN VIEW REGIONAL MEDICAL CENTER","Acute Care Hospitals","4311 EAST LOHMAN AVENUE","Las Cruces, NM","NM",88011,"true",3,1,"las cruces",97618,"(32.32663879700, -106.789465579)",19.9,23.2,15.7,29.1,57.1,5.7,9.4,5.5,61.2,67.5,55.3,5.8,33.1,25.1,17.9,64,10.3,31.4,3.1,21.1,70.2,12.2,28.8,79.5,13.5,32.2,2.8,14.3,"Proprietary","Las Cruces","4311 EAST LOHMAN AVENUE Las Cruces NM 88011",-106.728857041502,32.3235962,"4311 EAST LOHMAN AVENUE Las Cruces NM 88011",-106.728857041502,32.3235962
"UNM SANDOVAL REGIONAL MEDICAL CENTER","Acute Care Hospitals","3001 BROADMOOR BLVD NE","Rio Rancho, NM","NM",87144,"true",3,1,"rio rancho",87521,"(35.28730793500, -106.697981552)",13.2,21.5,16.2,25.3,53.6,6,9,5.2,61.1,70.4,62,5.3,35.9,29.4,16.2,65.2,8.2,30.5,2.7,18.3,71,10.8,25,81.7,11,31.9,2.4,13.1,"Non-profit","Rio Rancho","3001 BROADMOOR BLVD NE Rio Rancho NM 87144",-106.6799251,35.3087025,"3001 BROADMOOR BLVD NE Rio Rancho NM 87144",-106.6799251,35.3087025
"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","Acute Care Hospitals","2525 KINGS HIGHWAY","New York, NY","NY",11229,"true",3,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","2525 KINGS HIGHWAY New York NY 11229",-73.9485610639765,40.61388725,"2525 KINGS HIGHWAY New York NY 11229",-73.9485610639765,40.61388725
"ALBANY MEMORIAL HOSPITAL","Acute Care Hospitals","600 NORTHERN BOULEVARD","Albany, NY","NY",12204,"true",2,1,"albany",97856,"(42.66639696040, -73.7986826267)",14.8,25.7,15.5,33.4,62.4,5.8,10.9,6,73.8,78.2,62.4,7.1,31.7,28.6,19,60.6,10.9,33.8,2.2,26.1,76.6,13.2,31.1,80.8,13.1,39.7,3.3,16.5,"Non-profit","Albany","600 NORTHERN BOULEVARD Albany NY 12204",-73.7486352,42.6740795,"600 NORTHERN BOULEVARD Albany NY 12204",-73.7486352,42.6740795
"KALEIDA HEALTH","Acute Care Hospitals","726 EXCHANGE STREET, SUITE 522","Buffalo, NY","NY",14210,"true",2,1,"buffalo",261310,"(42.90145182330, -78.8475237264)",18.3,27.6,15.6,34.5,63.8,5.6,11.9,6.8,75.8,75.9,58.9,8.6,25.4,24.5,22.8,54.7,12.8,33,2.6,31.2,77.6,15.2,36.3,79.7,15.6,43.6,4.1,22.6,"Non-profit","Buffalo","726 EXCHANGE STREET, SUITE 522 Buffalo NY 14210",-78.851165,42.8747911,"726 EXCHANGE STREET, SUITE 522 Buffalo NY 14210",-78.851165,42.8747911
"ST JOSEPH'S MEDICAL CENTER","Acute Care Hospitals","127 SOUTH BROADWAY","Yonkers, NY","NY",10701,"true",1,1,"yonkers",195976,"(40.94650255970, -73.8636959965)",18.1,22.4,16,30.8,59.5,5.5,9.8,5.5,69.6,78.5,61.6,5.8,29.7,31.7,16,60.7,10.2,34.1,2.2,26.5,77.3,12.3,28.2,81.4,12.4,41.2,2.8,14.1,"Non-profit","Yonkers","127 SOUTH BROADWAY Yonkers NY 10701",-73.897861,40.9292927,"127 SOUTH BROADWAY Yonkers NY 10701",-73.897861,40.9292927
"BRONX-LEBANON HOSPITAL CENTER","Acute Care Hospitals","1276 FULTON AVENUE","New York, NY","NY",10456,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Proprietary","New York","1276 FULTON AVENUE New York NY 10456",-73.9035328,40.8316485,"1276 FULTON AVENUE New York NY 10456",-73.9035328,40.8316485
"ALBANY MEDICAL CENTER HOSPITAL","Acute Care Hospitals","43 NEW SCOTLAND AVENUE","Albany, NY","NY",12208,"true",2,1,"albany",97856,"(42.66639696040, -73.7986826267)",14.8,25.7,15.5,33.4,62.4,5.8,10.9,6,73.8,78.2,62.4,7.1,31.7,28.6,19,60.6,10.9,33.8,2.2,26.1,76.6,13.2,31.1,80.8,13.1,39.7,3.3,16.5,"Non-profit","Albany","43 NEW SCOTLAND AVENUE Albany NY 12208",-73.7761383384458,42.65377755,"43 NEW SCOTLAND AVENUE Albany NY 12208",-73.7761383384458,42.65377755
"JAMAICA HOSPITAL MEDICAL CENTER","Acute Care Hospitals","89TH AVENUE AND VAN WYCK EXPRESSWAY","New York, NY","NY",11418,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","89TH AVENUE AND VAN WYCK EXPRESSWAY New York NY 11418",-73.816302,40.7014063,"89TH AVENUE AND VAN WYCK EXPRESSWAY New York NY 11418",-73.816302,40.7014063
"MOUNT SINAI HOSPITAL","Acute Care Hospitals","ONE GUSTAVE L LEVY PLACE","New York, NY","NY",10029,"true",3,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","ONE GUSTAVE L LEVY PLACE New York NY 10029",-73.953689,40.7899899,"ONE GUSTAVE L LEVY PLACE New York NY 10029",-73.953689,40.7899899
"RICHMOND UNIVERSITY MEDICAL CENTER","Acute Care Hospitals","355 BARD AVENUE","New York, NY","NY",10304,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","355 BARD AVENUE New York NY 10304",-74.105962,40.6357924,"355 BARD AVENUE New York NY 10304",-74.105962,40.6357924
"ST LUKE'S ROOSEVELT HOSPITAL","Acute Care Hospitals","1000 TENTH AVENUE","New York, NY","NY",10019,"true",2,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","1000 TENTH AVENUE New York NY 10019",-73.9867048,40.7428179,"1000 TENTH AVENUE New York NY 10019",-73.9867048,40.7428179
"NEW YORK-PRESBYTERIAN/QUEENS","Acute Care Hospitals","56-45 MAIN STREET","New York, NY","NY",11355,"true",2,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","56-45 MAIN STREET New York NY 11355",-73.8257736,40.7474578,"56-45 MAIN STREET New York NY 11355",-73.8257736,40.7474578
"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","Acute Care Hospitals","121 DEKALB AVENUE","New York, NY","NY",11201,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","121 DEKALB AVENUE New York NY 11201",-73.977964,40.6907748,"121 DEKALB AVENUE New York NY 11201",-73.977964,40.6907748
"ST PETER'S HOSPITAL","Acute Care Hospitals","315 SOUTH MANNING BOULEVARD","Albany, NY","NY",12208,"true",3,1,"albany",97856,"(42.66639696040, -73.7986826267)",14.8,25.7,15.5,33.4,62.4,5.8,10.9,6,73.8,78.2,62.4,7.1,31.7,28.6,19,60.6,10.9,33.8,2.2,26.1,76.6,13.2,31.1,80.8,13.1,39.7,3.3,16.5,"Non-profit","Albany","315 SOUTH MANNING BOULEVARD Albany NY 12208",-73.8060044478628,42.6563307,"315 SOUTH MANNING BOULEVARD Albany NY 12208",-73.8060044478628,42.6563307
"MONTEFIORE MEDICAL CENTER","Acute Care Hospitals","111 EAST 210TH STREET","New York, NY","NY",10467,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","111 EAST 210TH STREET New York NY 10467",-73.8806226,40.8799964,"111 EAST 210TH STREET New York NY 10467",-73.8806226,40.8799964
"SISTERS OF CHARITY HOSPITAL","Acute Care Hospitals","2157 MAIN STREET","Buffalo, NY","NY",14214,"true",3,1,"buffalo",261310,"(42.90145182330, -78.8475237264)",18.3,27.6,15.6,34.5,63.8,5.6,11.9,6.8,75.8,75.9,58.9,8.6,25.4,24.5,22.8,54.7,12.8,33,2.6,31.2,77.6,15.2,36.3,79.7,15.6,43.6,4.1,22.6,"Non-profit","Buffalo","2157 MAIN STREET Buffalo NY 14214",-78.8486213,42.928547,"2157 MAIN STREET Buffalo NY 14214",-78.8486213,42.928547
"LINCOLN MEDICAL & MENTAL HEALTH CENTER","Acute Care Hospitals","234 EAST 149TH STREET","New York, NY","NY",10451,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Government","New York","234 EAST 149TH STREET New York NY 10451",-73.9242178,40.8175747,"234 EAST 149TH STREET New York NY 10451",-73.9242178,40.8175747
"MONTEFIORE MOUNT VERNON HOSPITAL","Acute Care Hospitals","12 NORTH 7TH AVENUE","Mount Vernon, NY","NY",10550,"true",2,1,"mount vernon",67292,"(40.91360085690, -73.8291001676)",16.4,24.5,14.2,37.5,63.8,5.4,11.4,5.7,74.2,79.7,62.4,6.4,25.8,28.4,18,56.4,12.5,33.4,2.5,28,79.9,13.2,33.5,83.2,13.1,46.7,3.7,17.5,"Non-profit","Mount Vernon","12 NORTH 7TH AVENUE Mount Vernon NY 10550",-73.8404265,40.9125933,"12 NORTH 7TH AVENUE Mount Vernon NY 10550",-73.8404265,40.9125933
"N Y EYE AND EAR INFIRMARY","Acute Care Hospitals","230 SECOND AVE","New York, NY","NY",10003,"false",NA,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","230 SECOND AVE New York NY 10003",-73.9845239,40.7324035,"230 SECOND AVE New York NY 10003",-73.9845239,40.7324035
"NEW YORK-PRESBYTERIAN HOSPITAL","Acute Care Hospitals","525 EAST 68TH STREET","New York, NY","NY",10021,"true",4,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","525 EAST 68TH STREET New York NY 10021",-73.9539234,40.7646248,"525 EAST 68TH STREET New York NY 10021",-73.9539234,40.7646248
"LENOX HILL HOSPITAL","Acute Care Hospitals","100 EAST 77TH STREET","New York, NY","NY",10021,"true",3,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","100 EAST 77TH STREET New York NY 10021",-73.9582528,40.7729692,"100 EAST 77TH STREET New York NY 10021",-73.9582528,40.7729692
"ROCHESTER GENERAL HOSPITAL","Acute Care Hospitals","1425 PORTLAND AVENUE","Rochester, NY","NY",14621,"true",3,1,"rochester",210565,"(43.16798029180, -77.6162348882)",20.3,26.9,14.3,38,65,5.7,12.2,6.9,70.4,76.6,59.1,8.6,26.6,28.1,22.8,55.1,13.3,32.8,2.6,30.1,77.5,15.6,38.6,79.2,16,42.4,4.2,22.7,"Non-profit","Rochester","1425 PORTLAND AVENUE Rochester NY 14621",-77.5870219,43.192906,"1425 PORTLAND AVENUE Rochester NY 14621",-77.5870219,43.192906
"JACOBI MEDICAL CENTER","Acute Care Hospitals","1400 PELHAM PARKWAY SOUTH","New York, NY","NY",10461,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Government","New York","1400 PELHAM PARKWAY SOUTH New York NY 10461",-73.8474119953084,40.8564,"1400 PELHAM PARKWAY SOUTH New York NY 10461",-73.8474119953084,40.8564
"ELMHURST HOSPITAL CENTER","Acute Care Hospitals","79-01 BROADWAY","New York, NY","NY",11373,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Government","New York","79-01 BROADWAY New York NY 11373",-73.8861416,40.7446639,"79-01 BROADWAY New York NY 11373",-73.8861416,40.7446639
"ST JOSEPH'S HOSPITAL HEALTH CENTER","Acute Care Hospitals","301 PROSPECT AVENUE","Syracuse, NY","NY",13203,"true",3,1,"syracuse",145170,"(43.04092020970, -76.1437679213)",19.1,27.2,14.8,33.3,62.3,5.9,12.1,7,72.6,75,60.4,9.1,28.5,25.6,24.1,54.9,11.8,36,2.4,30.7,75.1,15.8,33.7,77.8,16,39.7,4,21,"Non-profit","Syracuse","301 PROSPECT AVENUE Syracuse NY 13203",-76.1498088,43.055666,"301 PROSPECT AVENUE Syracuse NY 13203",-76.1498088,43.055666
"ELLIS HOSPITAL","Acute Care Hospitals","1101 NOTT STREET","Schenectady, NY","NY",12308,"true",2,1,"schenectady",66135,"(42.80252044140, -73.9275333869)",17.4,26,16,31.9,60.8,5.9,11.5,6.5,72.4,76.5,60.3,8.3,28.6,29.4,23.2,58,10.8,36.3,2.2,28.6,73.9,15,32.5,79,14.8,41.6,3.5,19.2,"Proprietary","Schenectady","1101 NOTT STREET Schenectady NY 12308",-73.9165154,42.8201212,"1101 NOTT STREET Schenectady NY 12308",-73.9165154,42.8201212
"STATEN ISLAND UNIVERSITY HOSPITAL","Acute Care Hospitals","475 SEAVIEW AVENUE","New York, NY","NY",10305,"true",1,1,"new york",8175133,"(40.69496068900, -73.9313850409)",18.3,22.4,15.5,30.7,59,5.3,10.2,5.6,74.3,77,62.2,6,28.6,26.3,16.8,61.3,11.2,34.1,2.3,28.8,77.9,12.6,26.3,80.7,13.1,41,3.1,15.9,"Non-profit","New York","475 SEAVIEW AVENUE New York NY 10305",-74.0860518912004,40.58475285,"475 SEAVIEW AVENUE New York NY 10305",-74.0860518912004,40.58475285
"HIGHLAND HOSPITAL","Acute Care Hospitals","1000 SOUTH AVENUE","Rochester, NY","NY",14620,"true",4,1,"rochester",210565,"(43.16798029180, -77.6162348882)",20.3,26.9,14.3,38,65,5.7,12.2,6.9,70.4,76.6,59.1,8.6,26.6,28.1,22.8,55.1,13.3,32.8,2.6,30.1,77.5,15.6,38.6,79.2,16,42.4,4.2,22.7,"Non-profit","Rochester","1000 SOUTH AVENUE Rochester NY 14620",-77.605827,43.1353028,"1000 SOUTH AVENUE Rochester NY 14620",-77.605827,43.1353028
