,mother_node,title_steam,app_id,user_rating,game_spcs,percent,reivew_users,keywords_list,genre_list,no_dlc,dlc_av,rank_no,current,all_time,24_peak,time_diff,YEAR,price,DATE,unique,Indie,Action_g,Adventure_g,Strategy,Simulation,RPG,Casual,Early Access,Sports,Violent,Racing,Singleplayer,Multiplayer,Great Soundtrack,Atmospheric,Story Rich,Open World,2D,Co-op,Sci-fi,Adventure_k,Fantasy,Puzzle,First-Person,Shooter,Difficult,Funny,Classic,Sandbox,Horror,Female Protagonist,FPS,Pixel Graphics,Comedy,Survival,Third Person,Anime,Platformer,Action_k,Turn-Based,Exploration,total_key,agreement,retention
1665,New Retro Arcade: Neon,New Retro Arcade: Neon,465780,Very Positive,"Single-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support",85.0,216.0,"Simulation, VR, Casual, Retro, Arcade, Indie, Action, Adventure, Racing, Sports, 1980s, Co-op, Multiplayer, Online Co-Op, Basketball, On-Rails Shooter","Indie, Sports, Adventure, Action, Simulation, Racing, Casual",0.0,0.0,1079,5.0,51.0,8.0,279 days 00:00:00.000000000,2016.0,19.99,2016-08-01,"Basketball, Arcade, On-Rails Shooter, Multiplayer, 1980s, VR, Co-op, Retro, Online Co-Op",1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.4375,9.80392156863
1666,New York Mysteries: High Voltage,New York Mysteries: High Voltage,392970,Very Positive,"Single-player,Steam Achievements,Steam Cloud",95.0,102.0,"Adventure, Casual, Hidden Object","Adventure, Casual",0.0,0.0,3094,3.0,21.0,8.0,481 days 00:00:00.000000000,2016.0,6.99,2016-01-12,Hidden Object,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,14.2857142857
1667,New York Mysteries: The Lantern of Souls,New York Mysteries: The Lantern of Souls,511140,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",92.0,91.0,"Casual, Adventure, Hidden Object, Female Protagonist","Adventure, Casual",0.0,0.0,4143,7.0,23.0,9.0,256 days 00:00:00.000000000,2016.0,4.19,2016-08-24,"Female Protagonist, Hidden Object",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0.5,30.4347826087
1668,News Tycoon,News Tycoon,581220,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards,Stats,Steam Leaderboards",72.0,29.0,"Early Access, Strategy, Management, Indie, Casual, Character Customization, Politics, Building, Difficult, Singleplayer, City Builder, Economy","Early Access, Strategy",0.0,0.0,4501,7.0,17.0,8.0,44 days 00:00:00.000000000,2017.0,6.99,2017-03-24,"Building, Management, City Builder, Singleplayer, Indie, Character Customization, Politics, Difficult, Casual, Economy",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0.166666666667,41.1764705882
1669,Next Car Game: Wreckfest,Next Car Game: Wreckfest,228380,,"Single-player,Multi-player,Online Multi-Player,Steam Workshop,Partial Controller Support,Stats,Steam Leaderboards",66.0,5220.0,"Early Access, Racing, Destruction, Simulation, Physics, Driving, Action, Multiplayer, Indie, Sports, Singleplayer, Funny, Arcade, Realistic, Sandbox, Open World, Third Person, Adventure, Atmospheric, Co-op","Indie, Simulation, Action, Sports, Racing, Early Access",0.0,0.0,2949,85.0,930.0,122.0,1209 days 00:00:00.000000000,2014.0,39.99,2014-01-14,"Funny, Co-op, Atmospheric, Arcade, Driving, Singleplayer, Multiplayer, Open World, Realistic, Sandbox, Adventure, Physics, Third Person, Destruction",1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,20.0,0.3,9.13978494624
1670,Next Stop 2,Next Stop 2,544440,Positive,Single-player,84.0,13.0,"Simulation, Strategy, Casual","Simulation, Casual, Strategy",0.0,0.0,5677,1.0,58.0,2.0,182 days 00:00:00.000000000,2016.0,6.99,2016-11-06,,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,1.72413793103
1671,Nexus - The Jupiter Incident,Nexus - The Jupiter Incident,6420,Very Positive,"Single-player,Multi-player,Includes level editor",86.0,369.0,"Strategy, Space, Sci-fi, Simulation, Indie, RTS, Singleplayer, Atmospheric, Multiplayer, Classic, Tactical, Moddable, Cult Classic, Real Time Tactics","Indie, Simulation, Strategy",0.0,0.0,3420,6.0,206.0,11.0,4566 days 00:00:00.000000000,2004.0,9.99,2004-11-05,"Classic, Atmospheric, Sci-fi, Singleplayer, Multiplayer, Moddable, Space, RTS, Tactical, Cult Classic, Real Time Tactics",1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0.214285714286,2.91262135922
1672,Niche - a genetics survival game,Niche - a genetics survival game,440650,Very Positive,Single-player,94.0,391.0,"Early Access, Simulation, Strategy, Survival, Indie, Cute, Science, God Game, Procedural Generation, Singleplayer, Sandbox, Exploration, Rogue-like, Rogue-lite, Kickstarter, Management, Crowdfunded, Turn-Based Strategy, Turn-Based","Indie, Simulation, Early Access, Strategy",0.0,0.0,649,187.0,296.0,202.0,234 days 00:00:00.000000000,2016.0,18.99,2016-09-15,"God Game, Cute, Management, Singleplayer, Kickstarter, Science, Survival, Turn-Based Strategy, Procedural Generation, Rogue-lite, Sandbox, Exploration, Turn-Based, Rogue-like, Crowdfunded",1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,19.0,0.210526315789,63.1756756757
1673,Nidhogg,Nidhogg,94400,Very Positive,"Single-player,Multi-player,Steam Achievements,Full controller support,Stats,Steam Leaderboards",87.0,3926.0,"Local Multiplayer, Indie, Action, Fighting, Swordplay, Multiplayer, 2D Fighter, Pixel Graphics, PvP, 2D, Sports, Fast-Paced, Competitive, Controller, Funny, Local Co-Op, Platformer, GameMaker, Co-op, Great Soundtrack","Action, Indie, Sports",0.0,0.0,2552,41.0,2215.0,49.0,1210 days 00:00:00.000000000,2014.0,9.99,2014-01-13,"PvP, 2D Fighter, GameMaker, Funny, Fast-Paced, Pixel Graphics, Great Soundtrack, Multiplayer, Swordplay, Controller, Fighting, 2D, Platformer, Co-op, Local Multiplayer, Competitive, Local Co-Op",1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.0,0.15,1.85101580135
1674,NieR:Automata,NieR:Automata,524220,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",80.0,8557.0,"Great Soundtrack, Story Rich, Action, Female Protagonist, Hack and Slash, RPG, Post-apocalyptic, Anime, Open World, Robots, Singleplayer, JRPG, Atmospheric, Sci-fi, Bullet Hell, Character Action Game, Spectacle fighter, Adventure, Nudity, Violent","Action, Violent, RPG",1.0,1.0,6,3714.0,23908.0,7774.0,51 days 00:00:00.000000000,2017.0,59.99,2017-03-17,"Hack and Slash, Atmospheric, Sci-fi, Singleplayer, Nudity, Great Soundtrack, Robots, Post-apocalyptic, Spectacle fighter, Adventure, Bullet Hell, Character Action Game, Story Rich, Female Protagonist, JRPG, Open World, Anime",0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,20.0,0.15,15.5345491049
1675,Niffelheim,Niffelheim,351100,Very Positive,"Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Cloud",80.0,282.0,"Early Access, Survival, Indie, Action, RPG, Exploration, Multiplayer, Co-op, Crafting, 2D, Fantasy, Singleplayer, Atmospheric, Side Scroller, Controller, Adventure, Sandbox, Dragons","Action, Indie, Early Access, RPG",0.0,0.0,3894,2.0,344.0,18.0,374 days 00:00:00.000000000,2016.0,19.99,2016-04-28,"Side Scroller, Crafting, Co-op, Atmospheric, Singleplayer, Survival, Multiplayer, Controller, Dragons, 2D, Fantasy, Sandbox, Exploration, Adventure",1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,18.0,0.222222222222,0.581395348837
1676,Night Mysteries: The Amphora Prisoner,Night Mysteries: The Amphora Prisoner,348870,,"Single-player,Steam Trading Cards,Steam Cloud",66.0,45.0,"Casual, Adventure, Hidden Object","Adventure, Casual",0.0,0.0,6776,1.0,501.0,2.0,801 days 00:00:00.000000000,2015.0,2.99,2015-02-26,Hidden Object,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.666666666667,0.199600798403
1677,Night in the Woods,Night in the Woods,481510,Overwhelmingly Positive,"Single-player,Full controller support",95.0,2020.0,"Story Rich, Adventure, Great Soundtrack, Atmospheric, Indie, Female Protagonist, Colorful, Cute, Singleplayer, 2D, Platformer, Exploration, Funny, Mystery, Drama, Kickstarter, Walking Simulator, Side Scroller, Horror, Psychological Horror",Adventure,5.0,1.0,83,262.0,1305.0,320.0,75 days 00:00:00.000000000,2017.0,19.99,2017-02-21,"Mystery, Cute, Atmospheric, Colorful, Great Soundtrack, Indie, Horror, Singleplayer, Funny, Kickstarter, Platformer, Exploration, Walking Simulator, 2D, Story Rich, Female Protagonist, Psychological Horror, Drama, Side Scroller",0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,20.0,0.05,20.0766283525
1678,Night of Terror,Night of Terror,604200,,"Single-player,Steam Trading Cards,Partial Controller Support",,,"Adventure, RPG, Indie, RPGMaker","Indie, RPG, Adventure",0.0,0.0,5826,2.0,4.0,2.0,23 days 00:00:00.000000000,2017.0,1.99,2017-04-14,RPGMaker,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.75,50.0
1679,Nightmares from the Deep 2: The Siren`s Call,Nightmares from the Deep 2: The Siren`s Call,284790,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",94.0,236.0,"Hidden Object, Adventure, Casual, Puzzle, Female Protagonist, Point & Click, Singleplayer, Pirates","Adventure, Casual",0.0,0.0,4180,4.0,104.0,11.0,1383 days 00:00:00.000000000,2013.0,9.99,2013-07-24,"Hidden Object, Pirates, Singleplayer, Puzzle, Point & Click, Female Protagonist",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.0,0.25,3.84615384615
1680,Nightmares from the Deep 3: Davy Jones,Nightmares from the Deep 3: Davy Jones,284810,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",96.0,199.0,"Hidden Object, Adventure, Casual, Point & Click, Puzzle, Female Protagonist, Pirates, Mystery, Singleplayer","Adventure, Casual",0.0,0.0,4299,1.0,116.0,8.0,1137 days 00:00:00.000000000,2014.0,9.99,2014-03-27,"Mystery, Hidden Object, Pirates, Singleplayer, Puzzle, Point & Click, Female Protagonist",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.0,0.222222222222,0.862068965517
1681,Nightmares from the Deep: The Cursed Heart,Nightmares from the Deep: The Cursed Heart,259740,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",92.0,419.0,"Adventure, Casual, Hidden Object, Puzzle, Point & Click, Pirates, Female Protagonist, Singleplayer, Horror","Adventure, Casual",0.0,0.0,4329,9.0,124.0,9.0,1844 days 00:00:00.000000000,2012.0,9.99,2012-04-19,"Hidden Object, Pirates, Singleplayer, Horror, Point & Click, Female Protagonist, Puzzle",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,9.0,0.222222222222,7.25806451613
1682,Nights of Azure,Nights of Azure,527280,Mostly Positive,"Single-player,Steam Achievements,Partial Controller Support",71.0,288.0,"Anime, RPG, JRPG, Female Protagonist, Action, Hack and Slash, Sexual Content, Nudity",RPG,0.0,0.0,1660,5.0,210.0,11.0,89 days 00:00:00.000000000,2017.0,29.99,2017-02-07,"Hack and Slash, Nudity, Sexual Content, Anime, Action, Female Protagonist, JRPG",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8.0,0.125,2.38095238095
1683,Nightshade,Nightshade,512180,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards",97.0,87.0,"Adventure, Visual Novel, Otome, Anime, Female Protagonist",Adventure,1.0,1.0,454,30.0,220.0,40.0,25 days 00:00:00.000000000,2017.0,34.99,2017-04-12,"Female Protagonist, Otome, Anime, Visual Novel",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0.2,13.6363636364
1684,Nikopol: Secrets of the Immortals,Nikopol: Secrets of the Immortals,11370,,Single-player,61.0,180.0,"Adventure, Point & Click, Sci-fi, Cyberpunk, Horror, Atmospheric, Dystopian, First-Person, Singleplayer",Adventure,0.0,0.0,7412,2.0,28.0,4.0,3164 days 00:00:00.000000000,2008.0,0.99,2008-09-07,"Atmospheric, Sci-fi, Dystopian, Singleplayer, Horror, Cyberpunk, First-Person, Point & Click",0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.0,0.111111111111,7.14285714286
1685,Nimble Writer,Nimble Writer,348200,Very Positive,"Steam Achievements,Steam Workshop,Steam Cloud,Stats",88.0,171.0,"Utilities, Web Publishing, Design & Illustration","Design & Illustration, Web Publishing, Utilities",0.0,0.0,4011,34.0,80.0,45.0,747 days 00:00:00.000000000,2015.0,9.99,2015-04-21,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,42.5
1686,Ninja Blade,Ninja Blade,37010,,Single-player,61.0,110.0,"Action, Hack and Slash, Ninja, Quick-Time Events",Action,0.0,0.0,5052,2.0,13.0,2.0,2726 days 00:00:00.000000000,2009.0,9.99,2009-11-19,"Hack and Slash, Quick-Time Events, Ninja",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,15.3846153846
1687,Ninja Stealth,Ninja Stealth,485450,Mostly Positive,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",71.0,80.0,"Indie, Casual, Strategy, Stealth","Indie, Casual, Strategy",0.0,0.0,4833,2.0,188.0,6.0,220 days 00:00:00.000000000,2016.0,1.99,2016-09-29,Stealth,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.75,1.06382978723
1688,Ninja Stealth 2,Ninja Stealth 2,585830,,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",48.0,27.0,"Indie, RPG, RPGMaker, Difficult","Indie, RPG",0.0,0.0,6817,4.0,54.0,10.0,97 days 00:00:00.000000000,2017.0,0.99,2017-01-30,"RPGMaker, Difficult",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.5,7.40740740741
1689,No Man's Sky,No Man's Sky,275850,,"Single-player,Steam Achievements,Full controller support,Steam Cloud",32.0,73633.0,"Open World, Space, Exploration, Sci-fi, First-Person, Procedural Generation, Adventure, Singleplayer, Survival, Sandbox, Atmospheric, Space Sim, Indie, Crafting, Action, Simulation, FPS, Illuminati, Psychological Horror, Great Soundtrack","Action, Adventure",0.0,0.0,350,683.0,212613.0,756.0,268 days 00:00:00.000000000,2016.0,59.99,2016-08-12,"Crafting, Atmospheric, Sci-fi, Space, Indie, Great Soundtrack, Psychological Horror, Singleplayer, Simulation, Procedural Generation, Illuminati, Sandbox, Exploration, FPS, First-Person, Space Sim, Survival, Open World",0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,20.0,0.1,0.321240940112
1690,No Time To Explain Remastered,No Time To Explain Remastered,368730,Very Positive,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor",86.0,787.0,"Indie, Casual, Action, Adventure, Platformer, Comedy, Funny, Multiplayer, 2D, Great Soundtrack, Difficult, Singleplayer, Local Co-Op, Local Multiplayer, Time Travel, Memes, Remake","Action, Indie, Adventure, Casual",0.0,0.0,3362,16.0,513.0,18.0,660 days 00:00:00.000000000,2015.0,14.99,2015-07-17,"Funny, Singleplayer, Great Soundtrack, Multiplayer, 2D, Platformer, Local Multiplayer, Remake, Memes, Comedy, Local Co-Op, Time Travel, Difficult",1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17.0,0.235294117647,3.11890838207
1691,NoLimits 2 Roller Coaster Simulation,NoLimits 2 Roller Coaster Simulation,301320,Very Positive,"Single-player,Steam Workshop",88.0,259.0,"Simulation, Indie, Realistic, Level Editor, VR, Sandbox, Singleplayer, Adventure","Indie, Simulation",0.0,0.0,2962,42.0,100.0,62.0,990 days 00:00:00.000000000,2014.0,39.99,2014-08-21,"Singleplayer, Sandbox, Level Editor, Realistic, VR, Adventure",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.25,42.0
1692,Nomad Fleet,Nomad Fleet,371010,,"Single-player,Steam Achievements",66.0,105.0,"Strategy, Indie, Space, Sci-fi, RTS, Real-Time, Singleplayer, Atmospheric, Rogue-lite, Replay Value","Indie, Strategy",0.0,0.0,4677,1.0,43.0,6.0,663 days 00:00:00.000000000,2015.0,2.49,2015-07-14,"Atmospheric, Sci-fi, Singleplayer, Space, Rogue-lite, RTS, Real-Time, Replay Value",1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0.2,2.32558139535
1693,Noob Squad,Noob Squad,496550,,"Multi-player,Online Multi-Player,Steam Trading Cards,Steam Cloud,Stats",40.0,222.0,"Action, Indie, Multiplayer, Memes, Casual, FPS, First-Person, Shooter, Atmospheric, Local Multiplayer, Funny, Replay Value, Real-Time, Parody, Comedy, Open World, Survival, Trading Card Game, Nudity","Action, Indie",0.0,0.0,7494,1.0,130.0,6.0,214 days 00:00:00.000000000,2016.0,0.99,2016-10-05,"Funny, Multiplayer, Atmospheric, Nudity, Survival, Shooter, Casual, Local Multiplayer, Open World, FPS, Real-Time, First-Person, Memes, Comedy, Replay Value, Trading Card Game, Parody",1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,19.0,0.105263157895,0.769230769231
1694,Northgard,Northgard,466560,Very Positive,"Single-player,Steam Achievements,Steam Cloud",91.0,1933.0,"Early Access, Strategy, City Builder, RTS, Resource Management, Indie, Simulation, Real-Time, 4X, Multiplayer, Medieval","Indie, Simulation, Early Access, Strategy",0.0,0.0,365,268.0,2798.0,333.0,74 days 00:00:00.000000000,2017.0,19.99,2017-02-22,"City Builder, Medieval, 4X, Multiplayer, Resource Management, RTS, Real-Time",1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.363636363636,9.57827019299
1695,Notruf 112 | Emergency Call 112,Notruf 112 | Emergency Call 112,491530,,"Single-player,Steam Workshop,Partial Controller Support",56.0,327.0,"Simulation, Realistic, Singleplayer, Open World, Multiplayer, Driving, First-Person",Simulation,0.0,0.0,3143,32.0,1332.0,191.0,179 days 00:00:00.000000000,2016.0,34.99,2016-11-09,"Driving, Singleplayer, Multiplayer, Realistic, First-Person, Open World",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.142857142857,2.4024024024
1696,Nova-111,Nova-111,325370,Positive,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards",80.0,30.0,"Indie, Arcade, Strategy, Action, Adventure, Rogue-like, Strategy RPG, Sci-fi, Comedy, Puzzle","Action, Indie, Adventure, Strategy",0.0,0.0,5283,2.0,155.0,3.0,621 days 00:00:00.000000000,2015.0,8.99,2015-08-25,"Sci-fi, Arcade, Puzzle, Strategy RPG, Rogue-like, Comedy",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,0.4,1.29032258065
1697,Novus Inceptio,Novus Inceptio,386590,,"Single-player,Steam Achievements,Steam Trading Cards,Stats,Steam Leaderboards",67.0,317.0,"Early Access, Adventure, Survival, RPG, Simulation, Sandbox, Open World, Indie, Building, Base Building, Crafting, Multiplayer, Great Soundtrack, Singleplayer","Indie, Early Access, Adventure, RPG, Simulation",0.0,0.0,3044,4.0,153.0,6.0,580 days 00:00:00.000000000,2015.0,19.99,2015-10-05,"Building, Crafting, Singleplayer, Survival, Multiplayer, Sandbox, Base Building, Great Soundtrack, Open World",1,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14.0,0.357142857143,2.61437908497
1698,Nuclear Dawn,Nuclear Dawn,17710,Very Positive,"Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Includes level editor",82.0,1153.0,"Strategy, FPS, Action, Multiplayer, RTS, Post-apocalyptic, Sci-fi, Shooter, Tactical, First-Person, Co-op","Action, Strategy",0.0,0.0,1469,3.0,259.0,15.0,2050 days 00:00:00.000000000,2011.0,9.99,2011-09-26,"Co-op, RTS, Shooter, Multiplayer, Post-apocalyptic, FPS, Tactical, First-Person, Sci-fi",0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.0,0.181818181818,1.1583011583
1699,Nuclear Throne,Nuclear Throne,242680,Overwhelmingly Positive,"Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards",97.0,5891.0,"Rogue-like, Indie, Action, Difficult, Pixel Graphics, Bullet Hell, Rogue-lite, Great Soundtrack, Top-Down Shooter, Post-apocalyptic, Shooter, Singleplayer, Local Co-Op, Top-Down, 2D, Perma Death, RPG, Twin Stick Shooter, GameMaker, Local Multiplayer","Action, Indie, RPG",0.0,0.0,540,332.0,1210.0,352.0,519 days 00:00:00.000000000,2015.0,11.99,2015-12-05,"Rogue-like, Perma Death, GameMaker, Twin Stick Shooter, Top-Down, Great Soundtrack, Pixel Graphics, Shooter, Singleplayer, 2D, Rogue-lite, Post-apocalyptic, Local Multiplayer, Bullet Hell, Top-Down Shooter, Local Co-Op, Difficult",1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,0.15,27.4380165289
1700,Nurse Love Addiction,Nurse Love Addiction,485040,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",96.0,217.0,"Nudity, Anime, Female Protagonist, Sexual Content, Visual Novel, Romance, Mature, Adventure, Simulation, Cute, Dating Sim, Horror, Story Rich, Memes","Sexual Content, Nudity, Simulation, Adventure",0.0,0.0,3871,2.0,67.0,5.0,303 days 00:00:00.000000000,2016.0,39.99,2016-07-08,"Cute, Dating Sim, Horror, Visual Novel, Romance, Anime, Mature, Story Rich, Female Protagonist, Memes",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,14.0,0.285714285714,2.98507462687
1701,Nyan Cat: Lost In Space,Nyan Cat: Lost In Space,415420,Very Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",94.0,896.0,"Memes, Casual, Great Soundtrack, Cute, Action, Singleplayer, Platformer, Space, Pixel Graphics, Funny, Indie, 2D, Difficult","Action, Casual",0.0,0.0,6716,3.0,88.0,8.0,520 days 00:00:00.000000000,2015.0,2.99,2015-12-04,"Cute, Funny, Great Soundtrack, Indie, Pixel Graphics, Singleplayer, 2D, Platformer, Space, Memes, Difficult",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13.0,0.153846153846,3.40909090909
1702,Nyheim,Nyheim,572300,Positive,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",88.0,26.0,"Strategy, Board Game, Survival, Rogue-lite, Difficult, Singleplayer",Strategy,0.0,0.0,5538,1.0,18.0,2.0,96 days 00:00:00.000000000,2017.0,3.99,2017-01-31,"Rogue-lite, Survival, Difficult, Board Game, Singleplayer",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.0,0.166666666667,5.55555555556
1703,OBEY,OBEY,346970,Very Positive,"Multi-player,Cross-Platform Multiplayer,Steam Trading Cards,Steam Workshop,Partial Controller Support,Includes level editor",86.0,111.0,"Early Access, Indie, Action, Strategy, Multiplayer, Robots, Psychological","Indie, Strategy, Action, Early Access",0.0,0.0,2208,7.0,106.0,7.0,717 days 00:00:00.000000000,2015.0,14.99,2015-05-21,"Psychological, Multiplayer, Robots",1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0.571428571429,6.60377358491
