submit_date,down_votes,up_votes,meaning,date,phrase
" June 17, 2010",1471,5559,"An expression used to explain why you can't do something that requires being in shape.Pretty much just saying that you're out of shape, just not wanting to seem fat.",Jun 27,I'm out of practice
" August 09, 2010",7873,18198,To quit one's job in truly stunning fashion.,Aug 13,hit the slide
" August 04, 2010",2417,6370,"Completely inept at understanding the film, Inception.",Aug 12,ineption
" January 19, 2010",5102,2603,hot piece of ass.,Aug 11,HPOA
" August 01, 2010",1400,8724,"Your normal attention span only significantly decreased due to Youtube. Whereas normally 10 minutes is a short amount of time, Youtube turns it into a cinematic experience.",Aug 10,Youtube Attention Span
" January 06, 2006",5804,1905,"A mental typo, where someone says the wrong word but not because they don't know the correct word.",Aug 9,thinko
" April 19, 2004",3885,7982,"It's an acronym which stands for:HeadBitchInCharge",Aug 8,HBIC
" December 25, 2009",2286,4302,"The practice of recycling, or being green, only when convenient. A person who only recycles when it is convenient to do so.",Jul 23,Congreenient
" November 10, 2009",2960,3841,"A condition in which a person's face becomes too relaxed from starting the same thing too long (watching TV).Symptoms are: open mouth, dropped jaw, eyes glazed over and occasional drooling.",Jul 22,TV face
" August 02, 2007",1372,9993,"Singing out loud while listening to music with your headphones on.  Whereas the singer gets the benefit of the music, those unfortunate to be standing nearby are subjected to an unaccompanied (and invariably crappy) rendition of the song.",Jul 21,a crapella
" July 14, 2010",5896,2378,A tanning salon,Jul 20,fake bakery
" February 27, 2009",2211,13219,The act or reactive measure when the opposite sex makes eye-contact with you and then proceeds to plug in their iPod as a defense mechanism to prevent you from making a move on them.,Jul 19,Cockblocked by Steve Jobs
" December 09, 2009",1391,5862,"After a breakup of a couple, remain close friends, but still practice some form of physical closeness. Can occur any time after breakup.",Jul 18,ex with benefits
" February 16, 2006",1071,5198,"when, after a few drinks, one will proceed to become an unhappy drunk, and begin to cry and shed tears about anything remotely bothering them.  ex: crying about ex-boyfriend, inability to microwave easymac, spilling a drink on one's shirt",Jun 4,beer tears
" May 30, 2010",1305,4740,"A person with a little bit of money who thinks that their small bankroll gives them the right to discard manners and class. Literally, ""the new douche.""",Jun 3,nouveau douche
" May 31, 2010",2113,3917,"A male who shares the same birthday as you. You were born on the same day of the same year. Even though you are not true brothers, this is a significantly close bondSee also Birthday Sister",Jun 2,Birthday Brother
" May 14, 2010",4232,2344,The urge people get once inside an elevator to stare compulsively at the ascending numbered lights (usually on top of the elevator doors) either because they are truly convinced this will speed up the whole 'process' or they are simply socially-awkward beings who can't bear to look at random people in the face for 30 seconds.,May 28,elevator reflex
" May 11, 2010",5382,1690,An attempt to stop a hole or leak by filling it with trash.,May 27,junk shot
" October 31, 2004",1736,6594,"The easing out of flatulency gently, usually when sitting down, so as not to attract undue attention.",May 26,one cheek bench sneak
" May 24, 2007",1595,7406,Describes people who drive while sending text messages on their phones.,May 25,intexticated
" May 20, 2010",4024,1978,"1. A person who stands within the confines of your personal space bubble (causing extreme discomfort) to hold an ordinary conversation, like someone sitting next to you on an airplane would.2. A person who speaks louder than the current conversation calls for, as if they are trying to talk over a plane's engines.",May 24,Airplane Talker
" October 03, 2009",4363,2529,"When at Church giving thanks, instead of shaking the person's hand, you give them a fist pound instead.",May 23,Papal Pound
" May 04, 2010",4120,6689,"Synonymous with ""whatever floats your boat.""",May 8,whatever lifts your luggage
" June 14, 2010",1731,8940,A move so smooth with regards to initiating sexual or pseudo-sexual congress with someone that it could only otherwise have happened in a heavily scripted porn film.,Jun 19,porn moment
" March 16, 2010",4429,2244,"A friend who may not be your best friend, but is there for you when you get your weekly suicidal and depressive thoughts because you receive no answers to the questions on the TV show, Lost. He or she may be watching it with you or texting, and receiving equally as much aid to prevent violence to them or their loved ones. On the friend chain, they are most important to you than family or your bff during Lost.",May 22,lost buddy
" August 01, 2008",1714,6439,The parents of your live-in boyfriend/girlfriend.,May 1,sinlaws
" January 28, 2009",2438,5762,An attempt by PETA to convince the general public to call fish by a name too cute to eat. ,May 15,sea kittens
" April 17, 2010",2222,6988,A person who has sexual intercourse with someone that looks identical to them but is not related.,Apr 24,doppelbangers
" May 30, 2010",798,4831,A job you take knowing that it isn't long term. Often due to an emergency situation where you know your losing your current job. It provides a paycheck while you take your time looking for a better job.,Jun 1,Rebound Job
" May 29, 2010",1744,5681,"When someone asks for a minute to do something, even though they know it will take much longer than 60 seconds.",May 31,Football Minute
" May 23, 2010",3950,1834,n. A complete and comprehensive list of concerts that one has attended. Often casual conversation between fellow concert goers.,May 30,Concert Resume
" March 31, 2005",1878,5481,"verb, the act of performing a typo.  Often used when referring to password typos.  See Fat Finger Disease",May 7,fat finger
" February 24, 2004",5345,5047,Am I right?,May 6,amirite
" May 03, 2010",2526,6329,when an acquaintance you haven't seen for a long time greets you by name but you don't have time to remember their name,May 5,name ambush
" April 30, 2009",1260,7261,"An insult disguised as a compliment, originating from The Simpons episode Father Knows Worst. The disguise can be very obvious or very subtle.",May 4,unsult
" May 01, 2010",1644,4798,some one who has soft hands for doing office work &amp; little or no hard labor,May 3,office hands
" April 17, 2010",1763,6889,Refers to the decision to stay in bed when you are too tired to get up and go to church.,May 2,mattress worship
" June 13, 2010",5874,2600,"1. Like the Bat Signal, but used to summon someone crazy.",Jun 18,Bat Shit Signal
" June 13, 2010",1926,12773,"A mind-numbing torture device made of cheap, brightly colored plastic. It resembles a horn but its pitch cannot be changed. It is being used during the 2010 World Cup in South Africa.",Jun 17,vuvuzela
" June 12, 2010",3996,1711,When an individual suffers repetitive strain injury (RSI) in the first digit of the hand (thumb) from excessive text messaging.,Jun 16,Texter's Thumb
" June 09, 2010",10242,34285,"A variant of ""that's what she said."" Instead of referring to sexual connotations, it is used to refer to spending a lot of money, making a mess, or fucking up very badly. Arose after the 2010 BP oil leak in the Gulf of Mexico.",Jun 15,That's What BP Said
" June 10, 2010",1140,6322,"Snacks and food samples that a grocery store will serve at various locations in order to tempt the patrons into buying something they weren't planning on (pizza, chips and dip, sausage, etc.). Usually happens on the weekend.",Jun 14,store d'oeuvres
" June 09, 2010",3097,2123,the lack of drink specials during the hours of 4-8 pm on weekdays at a bar,Jun 13,unhappy hour
" June 14, 2006",1225,5025,A condition resulting from seeing the total price of a bunch of items and realizing the damage is much greater than you originally expected.  May cause a person to have second thoughts about the purchase.,May 21,sticker shock
" January 25, 2003",1448,6306,To chat idly about things that neither person involved in the conversation will be likely to remember.,May 20,shoot the shit
