Hourly Wages,1 Adult,1 Adult 1 Child,1 Adult 2 Children,1 Adult 3 Children,2 Adults (One Working),2 Adults (One Working) 1 Child,2 Adults (One Working) 2 Children,2 Adults (One Working) 3 Children,2 Adults,2 Adults 1 Child,2 Adults 2 Children,2 Adults 3 Children,FIPS Code,Location,year
Living Wage,$9.84,$20.34,$24.42,$30.11,$16.44,$19.93,$22.40,$24.81,$8.22,$11.38,$13.50,$15.60,29003,"Andrew County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.06,$19.46,$21.92,$24.95,$8.03,$11.15,$13.27,$15.67,29005,"Atchison County, Missouri",2015
Living Wage,$9.87,$20.59,$24.68,$30.83,$16.59,$20.19,$22.65,$25.53,$8.29,$11.51,$13.63,$15.96,29007,"Audrain County, Missouri",2015
Living Wage,$9.33,$19.86,$23.95,$29.54,$16.46,$19.46,$21.92,$24.24,$8.23,$11.15,$13.27,$15.31,29009,"Barry County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.41,$16.15,$19.46,$21.92,$24.10,$8.08,$11.15,$13.27,$15.25,29011,"Barton County, Missouri",2015
Living Wage,$9.33,$19.99,$24.08,$29.93,$16.14,$19.59,$22.05,$24.63,$8.07,$11.21,$13.33,$15.51,29013,"Bates County, Missouri",2015
Living Wage,$9.46,$19.99,$24.07,$30.44,$16.14,$19.58,$22.05,$25.13,$8.07,$11.21,$13.33,$15.76,29015,"Benton County, Missouri",2015
Living Wage,$9.25,$20.07,$24.15,$29.83,$16.20,$19.67,$22.13,$24.53,$8.10,$11.25,$13.37,$15.46,29017,"Bollinger County, Missouri",2015
Living Wage,$10.28,$20.55,$24.64,$31.23,$16.73,$20.15,$22.61,$25.92,$8.37,$11.49,$13.61,$16.15,29019,"Boone County, Missouri",2015
Living Wage,$9.84,$20.34,$24.42,$30.11,$16.44,$19.93,$22.40,$24.81,$8.22,$11.38,$13.50,$15.60,29021,"Buchanan County, Missouri",2015
Living Wage,$9.26,$19.86,$23.95,$29.36,$16.12,$19.46,$21.92,$24.05,$8.06,$11.15,$13.27,$15.22,29023,"Butler County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29025,"Caldwell County, Missouri",2015
Living Wage,$9.73,$19.94,$24.02,$29.84,$16.11,$19.54,$22.00,$24.54,$8.05,$11.19,$13.31,$15.46,29027,"Callaway County, Missouri",2015
Living Wage,$9.64,$20.25,$24.34,$30.62,$16.79,$19.85,$22.31,$25.32,$8.39,$11.34,$13.46,$15.85,29029,"Camden County, Missouri",2015
Living Wage,$9.25,$20.07,$24.15,$29.83,$16.20,$19.67,$22.13,$24.53,$8.10,$11.25,$13.37,$15.46,29031,"Cape Girardeau County, Missouri",2015
Living Wage,$9.83,$19.86,$23.95,$29.36,$16.20,$19.46,$21.92,$24.05,$8.10,$11.15,$13.27,$15.22,29033,"Carroll County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.46,$19.46,$21.92,$24.95,$8.23,$11.15,$13.27,$15.67,29035,"Carter County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29037,"Cass County, Missouri",2015
Living Wage,$9.57,$20.14,$24.23,$30.38,$16.26,$19.74,$22.20,$25.08,$8.13,$11.29,$13.41,$15.73,29039,"Cedar County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.36,$16.05,$19.46,$21.92,$24.05,$8.02,$11.15,$13.27,$15.22,29041,"Chariton County, Missouri",2015
Living Wage,$9.66,$20.19,$24.27,$30.73,$16.30,$19.78,$22.25,$25.43,$8.15,$11.31,$13.43,$15.91,29043,"Christian County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.59,$16.18,$19.46,$21.92,$24.29,$8.09,$11.15,$13.27,$15.34,29045,"Clark County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29047,"Clay County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29049,"Clinton County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.94,$16.05,$19.46,$21.92,$24.63,$8.02,$11.15,$13.27,$15.51,29051,"Cole County, Missouri",2015
Living Wage,$9.44,$19.95,$24.04,$30.39,$16.22,$19.55,$22.01,$25.09,$8.11,$11.19,$13.31,$15.74,29053,"Cooper County, Missouri",2015
Living Wage,$10.02,$19.95,$24.04,$29.48,$16.41,$19.55,$22.01,$24.17,$8.20,$11.19,$13.31,$15.28,29055,"Crawford County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.80,$16.16,$19.46,$21.92,$24.50,$8.08,$11.15,$13.27,$15.44,29057,"Dade County, Missouri",2015
Living Wage,$9.44,$19.86,$23.95,$29.36,$16.39,$19.46,$21.92,$24.05,$8.20,$11.15,$13.27,$15.22,29059,"Dallas County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.09,$19.46,$21.92,$24.95,$8.05,$11.15,$13.27,$15.67,29061,"Daviess County, Missouri",2015
Living Wage,$9.84,$20.34,$24.42,$30.11,$16.44,$19.93,$22.40,$24.81,$8.22,$11.38,$13.50,$15.60,29063,"DeKalb County, Missouri",2015
Living Wage,$9.42,$19.93,$24.01,$30.12,$16.15,$19.52,$21.99,$24.82,$8.08,$11.18,$13.30,$15.60,29065,"Dent County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.88,$16.46,$19.46,$21.92,$24.57,$8.23,$11.15,$13.27,$15.48,29067,"Douglas County, Missouri",2015
Living Wage,$9.67,$19.86,$23.95,$30.26,$16.05,$19.46,$21.92,$24.95,$8.02,$11.15,$13.27,$15.67,29069,"Dunklin County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29071,"Franklin County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.18,$19.46,$21.92,$24.95,$8.09,$11.15,$13.27,$15.67,29073,"Gasconade County, Missouri",2015
Living Wage,$9.45,$19.97,$24.05,$30.00,$16.12,$19.56,$22.03,$24.70,$8.06,$11.20,$13.32,$15.54,29075,"Gentry County, Missouri",2015
Living Wage,$9.66,$20.19,$24.27,$30.73,$16.30,$19.78,$22.25,$25.43,$8.15,$11.31,$13.43,$15.91,29077,"Greene County, Missouri",2015
Living Wage,$9.36,$19.86,$23.95,$30.26,$16.43,$19.46,$21.92,$24.95,$8.22,$11.15,$13.27,$15.67,29079,"Grundy County, Missouri",2015
Living Wage,$9.49,$20.02,$24.10,$29.55,$16.34,$19.62,$22.08,$24.25,$8.17,$11.23,$13.35,$15.32,29081,"Harrison County, Missouri",2015
Living Wage,$9.56,$20.13,$24.21,$30.41,$16.29,$19.73,$22.19,$25.11,$8.14,$11.28,$13.40,$15.75,29083,"Henry County, Missouri",2015
Living Wage,$9.53,$19.86,$23.95,$29.36,$16.05,$19.46,$21.92,$24.05,$8.02,$11.15,$13.27,$15.22,29085,"Hickory County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.60,$16.05,$19.46,$21.92,$24.29,$8.02,$11.15,$13.27,$15.34,29087,"Holt County, Missouri",2015
Living Wage,$10.28,$20.55,$24.64,$31.23,$16.73,$20.15,$22.61,$25.92,$8.37,$11.49,$13.61,$16.15,29089,"Howard County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.49,$16.14,$19.46,$21.92,$24.18,$8.07,$11.15,$13.27,$15.28,29091,"Howell County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.70,$16.46,$19.46,$21.92,$24.40,$8.23,$11.15,$13.27,$15.39,29093,"Iron County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29095,"Jackson County, Missouri",2015
Living Wage,$9.80,$20.00,$24.08,$30.02,$16.20,$19.60,$22.06,$24.72,$8.10,$11.22,$13.34,$15.55,29097,"Jasper County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29099,"Jefferson County, Missouri",2015
Living Wage,$10.08,$20.45,$24.54,$31.13,$16.56,$20.05,$22.52,$25.83,$8.28,$11.44,$13.56,$16.11,29101,"Johnson County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.12,$19.46,$21.92,$24.95,$8.06,$11.15,$13.27,$15.67,29103,"Knox County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.89,$16.46,$19.46,$21.92,$24.59,$8.23,$11.15,$13.27,$15.49,29105,"Laclede County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29107,"Lafayette County, Missouri",2015
Living Wage,$9.77,$19.86,$23.95,$30.05,$16.14,$19.46,$21.92,$24.74,$8.07,$11.15,$13.27,$15.56,29109,"Lawrence County, Missouri",2015
Living Wage,$9.67,$19.86,$23.95,$29.56,$16.05,$19.46,$21.92,$24.25,$8.02,$11.15,$13.27,$15.32,29111,"Lewis County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29113,"Lincoln County, Missouri",2015
Living Wage,$9.67,$19.86,$23.95,$29.74,$16.05,$19.46,$21.92,$24.44,$8.02,$11.15,$13.27,$15.41,29115,"Linn County, Missouri",2015
Living Wage,$9.67,$19.86,$23.95,$29.66,$16.05,$19.46,$21.92,$24.35,$8.02,$11.15,$13.27,$15.37,29117,"Livingston County, Missouri",2015
Living Wage,$9.67,$19.86,$23.95,$29.84,$16.05,$19.46,$21.92,$24.54,$8.02,$11.15,$13.27,$15.46,29121,"Macon County, Missouri",2015
Living Wage,$9.60,$20.19,$24.27,$29.91,$16.29,$19.78,$22.25,$24.60,$8.14,$11.31,$13.43,$15.49,29123,"Madison County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.46,$19.46,$21.92,$24.95,$8.23,$11.15,$13.27,$15.67,29125,"Maries County, Missouri",2015
Living Wage,$9.13,$19.86,$23.95,$29.36,$16.05,$19.46,$21.92,$24.06,$8.02,$11.15,$13.27,$15.22,29127,"Marion County, Missouri",2015
Living Wage,$9.70,$19.86,$23.95,$30.26,$16.07,$19.46,$21.92,$24.95,$8.04,$11.15,$13.27,$15.67,29119,"McDonald County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.87,$16.05,$19.46,$21.92,$24.57,$8.02,$11.15,$13.27,$15.48,29129,"Mercer County, Missouri",2015
Living Wage,$9.73,$20.08,$24.17,$29.70,$16.47,$19.68,$22.14,$24.39,$8.24,$11.26,$13.38,$15.39,29131,"Miller County, Missouri",2015
Living Wage,$9.32,$19.93,$24.02,$29.61,$16.11,$19.53,$22.00,$24.30,$8.05,$11.18,$13.30,$15.34,29133,"Mississippi County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.49,$16.05,$19.46,$21.92,$24.18,$8.02,$11.15,$13.27,$15.28,29135,"Moniteau County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.36,$16.05,$19.46,$21.92,$24.05,$8.02,$11.15,$13.27,$15.22,29137,"Monroe County, Missouri",2015
Living Wage,$9.46,$19.99,$24.07,$29.57,$16.14,$19.58,$22.05,$24.27,$8.07,$11.21,$13.33,$15.33,29139,"Montgomery County, Missouri",2015
Living Wage,$9.14,$19.89,$23.97,$29.39,$16.07,$19.48,$21.95,$24.09,$8.03,$11.16,$13.28,$15.24,29141,"Morgan County, Missouri",2015
Living Wage,$9.93,$19.86,$23.95,$29.58,$16.31,$19.46,$21.92,$24.27,$8.15,$11.15,$13.27,$15.33,29143,"New Madrid County, Missouri",2015
Living Wage,$9.80,$20.00,$24.08,$30.02,$16.20,$19.60,$22.06,$24.72,$8.10,$11.22,$13.34,$15.55,29145,"Newton County, Missouri",2015
Living Wage,$9.94,$19.89,$23.97,$29.42,$16.31,$19.48,$21.95,$24.12,$8.16,$11.16,$13.28,$15.25,29147,"Nodaway County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.72,$16.46,$19.46,$21.92,$24.41,$8.23,$11.15,$13.27,$15.40,29149,"Oregon County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.94,$16.05,$19.46,$21.92,$24.63,$8.02,$11.15,$13.27,$15.51,29151,"Osage County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.36,$16.46,$19.46,$21.92,$24.05,$8.23,$11.15,$13.27,$15.22,29153,"Ozark County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.52,$16.23,$19.46,$21.92,$24.22,$8.11,$11.15,$13.27,$15.30,29155,"Pemiscot County, Missouri",2015
Living Wage,$9.61,$20.21,$24.29,$30.48,$16.31,$19.80,$22.27,$25.17,$8.15,$11.32,$13.44,$15.78,29157,"Perry County, Missouri",2015
Living Wage,$10.02,$20.32,$24.41,$30.26,$16.39,$19.92,$22.39,$24.96,$8.20,$11.38,$13.50,$15.67,29159,"Pettis County, Missouri",2015
Living Wage,$9.32,$20.19,$24.27,$30.25,$16.29,$19.78,$22.25,$24.95,$8.14,$11.31,$13.43,$15.67,29161,"Phelps County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.19,$16.05,$19.46,$21.92,$24.88,$8.02,$11.15,$13.27,$15.63,29163,"Pike County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29165,"Platte County, Missouri",2015
Living Wage,$9.46,$19.86,$23.95,$30.07,$16.05,$19.46,$21.92,$24.76,$8.02,$11.15,$13.27,$15.57,29167,"Polk County, Missouri",2015
Living Wage,$9.82,$21.02,$25.10,$31.96,$17.37,$20.61,$23.08,$26.65,$8.68,$11.72,$13.84,$16.52,29169,"Pulaski County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.36,$16.05,$19.46,$21.92,$24.05,$8.02,$11.15,$13.27,$15.22,29171,"Putnam County, Missouri",2015
Living Wage,$9.54,$20.09,$24.17,$30.60,$16.65,$19.69,$22.15,$25.29,$8.33,$11.26,$13.38,$15.84,29173,"Ralls County, Missouri",2015
Living Wage,$9.25,$20.06,$24.15,$29.61,$16.23,$19.66,$22.13,$24.31,$8.11,$11.25,$13.37,$15.35,29175,"Randolph County, Missouri",2015
Living Wage,$10.43,$21.73,$25.82,$32.42,$17.83,$21.33,$23.79,$27.11,$8.91,$12.08,$14.20,$16.75,29177,"Ray County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.36,$16.28,$19.46,$21.92,$24.05,$8.14,$11.15,$13.27,$15.22,29179,"Reynolds County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$30.26,$16.05,$19.46,$21.92,$24.95,$8.02,$11.15,$13.27,$15.67,29181,"Ripley County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.80,$16.05,$19.46,$21.92,$24.50,$8.02,$11.15,$13.27,$15.44,29195,"Saline County, Missouri",2015
Living Wage,$9.47,$19.86,$23.95,$30.26,$16.05,$19.46,$21.92,$24.95,$8.02,$11.15,$13.27,$15.67,29197,"Schuyler County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.47,$16.05,$19.46,$21.92,$24.16,$8.02,$11.15,$13.27,$15.27,29199,"Scotland County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.41,$16.05,$19.46,$21.92,$24.10,$8.02,$11.15,$13.27,$15.25,29201,"Scott County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$29.36,$16.05,$19.46,$21.92,$24.05,$8.02,$11.15,$13.27,$15.22,29203,"Shannon County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.80,$16.05,$19.46,$21.92,$24.49,$8.02,$11.15,$13.27,$15.44,29205,"Shelby County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29183,"St. Charles County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.36,$16.37,$19.46,$21.92,$24.05,$8.18,$11.15,$13.27,$15.22,29185,"St. Clair County, Missouri",2015
Living Wage,$9.80,$20.02,$24.11,$30.23,$16.17,$19.62,$22.09,$24.92,$8.09,$11.23,$13.35,$15.65,29186,"Ste. Genevieve County, Missouri",2015
Living Wage,$9.94,$20.22,$24.30,$30.25,$16.31,$19.82,$22.28,$24.95,$8.16,$11.33,$13.45,$15.67,29187,"St. Francois County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29510,"St. Louis city, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29189,"St. Louis County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.75,$16.09,$19.46,$21.92,$24.44,$8.04,$11.15,$13.27,$15.42,29207,"Stoddard County, Missouri",2015
Living Wage,$9.48,$20.46,$24.54,$30.11,$16.49,$20.06,$22.52,$24.80,$8.24,$11.45,$13.57,$15.59,29209,"Stone County, Missouri",2015
Living Wage,$10.00,$20.30,$24.38,$30.60,$16.37,$19.90,$22.36,$25.30,$8.19,$11.37,$13.49,$15.84,29211,"Sullivan County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29056,"Sullivan part, Missouri",2015
Living Wage,$10.02,$20.19,$24.27,$29.77,$16.57,$19.78,$22.25,$24.46,$8.29,$11.31,$13.43,$15.42,29213,"Taney County, Missouri",2015
Living Wage,$9.12,$19.86,$23.95,$30.26,$16.05,$19.46,$21.92,$24.95,$8.02,$11.15,$13.27,$15.67,29215,"Texas County, Missouri",2015
Living Wage,$9.46,$20.20,$24.28,$30.11,$16.30,$19.80,$22.26,$24.80,$8.15,$11.32,$13.44,$15.59,29217,"Vernon County, Missouri",2015
Living Wage,$10.26,$21.24,$25.33,$31.39,$17.27,$20.84,$23.31,$26.08,$8.63,$11.84,$13.96,$16.23,29219,"Warren County, Missouri",2015
Living Wage,$9.97,$19.86,$23.95,$29.95,$16.46,$19.46,$21.92,$24.65,$8.23,$11.15,$13.27,$15.52,29221,"Washington County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.87,$16.46,$19.46,$21.92,$24.57,$8.23,$11.15,$13.27,$15.48,29223,"Wayne County, Missouri",2015
Living Wage,$9.66,$20.19,$24.27,$30.73,$16.30,$19.78,$22.25,$25.43,$8.15,$11.31,$13.43,$15.91,29225,"Webster County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.50,$16.05,$19.46,$21.92,$24.20,$8.02,$11.15,$13.27,$15.29,29227,"Worth County, Missouri",2015
Living Wage,$9.39,$19.86,$23.95,$29.42,$16.05,$19.46,$21.92,$24.12,$8.02,$11.15,$13.27,$15.25,29229,"Wright County, Missouri",2015
Living Wage,$9.25,$20.07,$24.15,$29.83,$16.20,$19.67,$22.13,$24.53,$7.80,$11.25,$13.37,$15.46,16020,"Cape Girardeau, MO",2015
Living Wage,$10.28,$20.55,$24.64,$31.23,$16.73,$20.15,$22.61,$25.92,$8.32,$11.49,$13.61,$16.15,17860,"Columbia, MO",2015
Living Wage,$9.30,$19.88,$23.97,$29.86,$16.06,$19.48,$21.95,$24.56,$7.83,$11.16,$13.28,$15.47,27620,"Jefferson City, MO",2015
Living Wage,$9.80,$20.00,$24.08,$30.02,$16.20,$19.60,$22.06,$24.72,$8.08,$11.22,$13.34,$15.55,27900,"Joplin, MO",2015
Living Wage,$10.42,$21.72,$25.80,$32.40,$17.81,$21.32,$23.78,$27.09,$8.39,$12.08,$14.20,$16.74,28140,"Kansas City, MO",2015
Living Wage,$9.84,$20.34,$24.42,$30.11,$16.44,$19.93,$22.40,$24.81,$8.10,$11.38,$13.50,$15.60,41140,"St. Joseph, MO",2015
Living Wage,$10.24,$21.22,$25.30,$31.36,$17.24,$20.82,$23.28,$26.06,$8.30,$11.83,$13.95,$16.22,41180,"St. Louis, MO",2015
Living Wage,$9.64,$20.15,$24.24,$30.64,$16.29,$19.75,$22.21,$25.33,$8.00,$11.29,$13.41,$15.86,44180,"Springfield, MO",2015
Living Wage,$10.08,$22.05,$28.45,$37.16,$17.02,$20.72,$23.32,$26.65,$8.51,$12.34,$15.60,$19.22,30,Montana,2015
Living Wage,$9.74,$21.45,$27.85,$36.61,$16.38,$20.12,$22.71,$26.11,$8.19,$12.03,$15.30,$18.95,30001,"Beaverhead County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.38,$16.82,$20.12,$22.71,$25.87,$8.41,$12.03,$15.30,$18.84,30003,"Big Horn County, Montana",2015
Living Wage,$10.14,$22.01,$28.41,$36.36,$16.80,$20.68,$23.28,$25.85,$8.40,$12.32,$15.58,$18.83,30005,"Blaine County, Montana",2015
Living Wage,$10.47,$22.48,$28.88,$36.94,$17.14,$21.15,$23.74,$26.43,$8.57,$12.55,$15.81,$19.12,30007,"Broadwater County, Montana",2015
Living Wage,$9.82,$22.00,$28.40,$37.00,$16.79,$20.67,$23.27,$26.49,$8.40,$12.31,$15.57,$19.15,30009,"Carbon County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.32,$16.73,$20.12,$22.71,$25.81,$8.37,$12.03,$15.30,$18.81,30011,"Carter County, Montana",2015
Living Wage,$9.82,$21.48,$27.88,$36.54,$16.58,$20.15,$22.75,$26.03,$8.29,$12.05,$15.31,$18.92,30013,"Cascade County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.61,$16.82,$20.12,$22.71,$26.11,$8.41,$12.03,$15.30,$18.95,30015,"Chouteau County, Montana",2015
Living Wage,$9.62,$21.45,$27.85,$36.54,$16.80,$20.12,$22.71,$26.03,$8.40,$12.03,$15.30,$18.92,30017,"Custer County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.16,$16.52,$20.12,$22.71,$25.65,$8.26,$12.03,$15.30,$18.73,30019,"Daniels County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.45,$16.43,$20.12,$22.71,$25.94,$8.21,$12.03,$15.30,$18.87,30021,"Dawson County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.61,$16.82,$20.12,$22.71,$26.11,$8.41,$12.03,$15.30,$18.95,30023,"Deer Lodge County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.61,$16.73,$20.12,$22.71,$26.11,$8.37,$12.03,$15.30,$18.95,30025,"Fallon County, Montana",2015
Living Wage,$9.95,$21.75,$28.15,$36.31,$16.93,$20.42,$23.02,$25.81,$8.47,$12.19,$15.45,$18.80,30027,"Fergus County, Montana",2015
Living Wage,$10.38,$22.65,$29.05,$38.38,$17.64,$21.31,$23.91,$27.87,$8.82,$12.63,$15.90,$19.84,30029,"Flathead County, Montana",2015
Living Wage,$10.37,$22.28,$28.68,$37.84,$17.29,$20.95,$23.55,$27.33,$8.65,$12.45,$15.71,$19.57,30031,"Gallatin County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.32,$16.52,$20.12,$22.71,$25.81,$8.26,$12.03,$15.30,$18.81,30033,"Garfield County, Montana",2015
Living Wage,$10.04,$21.45,$27.85,$36.61,$16.82,$20.12,$22.71,$26.11,$8.41,$12.03,$15.30,$18.95,30035,"Glacier County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$35.66,$16.82,$20.12,$22.71,$25.15,$8.41,$12.03,$15.30,$18.47,30037,"Golden Valley County, Montana",2015
Living Wage,$10.21,$22.12,$28.52,$36.49,$16.88,$20.79,$23.39,$25.98,$8.44,$12.37,$15.63,$18.89,30039,"Granite County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.61,$16.44,$20.12,$22.71,$26.11,$8.22,$12.03,$15.30,$18.95,30041,"Hill County, Montana",2015
Living Wage,$10.56,$22.59,$28.99,$37.08,$17.23,$21.26,$23.86,$26.57,$8.61,$12.61,$15.87,$19.19,30043,"Jefferson County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.41,$16.82,$20.12,$22.71,$25.90,$8.41,$12.03,$15.30,$18.85,30045,"Judith Basin County, Montana",2015
Living Wage,$9.28,$21.66,$28.05,$36.11,$16.99,$20.32,$22.92,$25.60,$8.50,$12.14,$15.40,$18.70,30047,"Lake County, Montana",2015
Living Wage,$10.43,$22.37,$28.77,$37.34,$17.08,$21.04,$23.64,$26.84,$8.54,$12.50,$15.76,$19.32,30049,"Lewis and Clark County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.32,$16.52,$20.12,$22.71,$25.81,$8.26,$12.03,$15.30,$18.81,30051,"Liberty County, Montana",2015
Living Wage,$10.04,$21.45,$27.85,$36.33,$16.82,$20.12,$22.71,$25.82,$8.41,$12.03,$15.30,$18.81,30053,"Lincoln County, Montana",2015
Living Wage,$10.37,$22.34,$28.74,$36.76,$17.57,$21.01,$23.61,$26.26,$8.79,$12.48,$15.74,$19.03,30057,"Madison County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.61,$16.52,$20.12,$22.71,$26.11,$8.26,$12.03,$15.30,$18.95,30055,"McCone County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$35.66,$16.38,$20.12,$22.71,$25.15,$8.19,$12.03,$15.30,$18.47,30059,"Meagher County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.23,$16.76,$20.12,$22.71,$25.72,$8.38,$12.03,$15.30,$18.76,30061,"Mineral County, Montana",2015
Living Wage,$10.30,$22.18,$28.58,$37.49,$17.22,$20.85,$23.45,$26.99,$8.61,$12.40,$15.66,$19.39,30063,"Missoula County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.26,$16.38,$20.12,$22.71,$25.75,$8.19,$12.03,$15.30,$18.77,30065,"Musselshell County, Montana",2015
Living Wage,$9.72,$22.39,$28.79,$36.83,$17.08,$21.06,$23.66,$26.32,$8.54,$12.51,$15.77,$19.06,30067,"Park County, Montana",2015
Living Wage,$10.10,$21.96,$28.36,$37.04,$16.91,$20.63,$23.23,$26.54,$8.46,$12.29,$15.55,$19.17,30069,"Petroleum County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.32,$16.58,$20.12,$22.71,$25.81,$8.29,$12.03,$15.30,$18.81,30071,"Phillips County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.61,$16.82,$20.12,$22.71,$26.11,$8.41,$12.03,$15.30,$18.95,30073,"Pondera County, Montana",2015
Living Wage,$10.87,$23.02,$29.42,$38.94,$17.73,$21.69,$24.29,$28.43,$8.86,$12.82,$16.08,$20.11,30075,"Powder River County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$35.66,$16.82,$20.12,$22.71,$25.15,$8.41,$12.03,$15.30,$18.47,30077,"Powell County, Montana",2015
Living Wage,$9.72,$21.45,$27.85,$36.32,$16.82,$20.12,$22.71,$25.81,$8.41,$12.03,$15.30,$18.81,30079,"Prairie County, Montana",2015
Living Wage,$10.31,$22.20,$28.60,$37.72,$16.95,$20.86,$23.46,$27.21,$8.48,$12.41,$15.67,$19.50,30081,"Ravalli County, Montana",2015
