answer,title,clue
OSTER,"New York Times, Tuesday, August 2, 2016",Blender maker
EMAG,"New York Times, Tuesday, August 2, 2016","Online publication, informally"
COTY,"New York Times, Tuesday, August 2, 2016",Big name in perfumery
IRR,"New York Times, Tuesday, August 2, 2016","Like some mdse. marked ""as is"""
SEA,"New York Times, Tuesday, August 2, 2016",It has arms and waves
SRS,"New York Times, Tuesday, August 2, 2016",Commencement participants: Abbr.
TORME,"New York Times, Wednesday, August 3, 2016","Mel who co-wrote ""The Christmas Song"""
WARM,"New York Times, Wednesday, August 3, 2016",Quite cordial
FLAP,"New York Times, Wednesday, August 3, 2016",Envelope part
OPIUM,"New York Times, Wednesday, August 3, 2016",YSL perfume named for a drug
ICEE,"New York Times, Wednesday, August 3, 2016",Popular frozen drink
LOLA,"New York Times, Wednesday, August 3, 2016","""Damn Yankees"" seductress"
WIBLOWINND,"New York Times, Wednesday, August 3, 2016","1963 hit for Peter, Paul and Mary, literally"
USER,"New York Times, Wednesday, August 3, 2016",___ testing (part of the beta stage)
NEST,"New York Times, Wednesday, August 3, 2016",Ants' home
IGETIT,"New York Times, Wednesday, August 3, 2016","""Yeah, that makes sense"""
AXE,"New York Times, Wednesday, August 3, 2016",Chopper
IFS,"New York Times, Wednesday, August 3, 2016",Possibilities
AARON,"New York Times, Wednesday, August 3, 2016","___ Paul, Emmy winner for ""Breaking Bad"""
BFF,"New York Times, Wednesday, August 3, 2016","OMG, like, the greatest pal"
DEROLLINGEP,"New York Times, Wednesday, August 3, 2016","2011 hit for Adele, literally"
ALOERTER,"New York Times, Wednesday, August 3, 2016","Winner of four consecutive Olympic gold medals, 1956-68"
PEEVE,"New York Times, Wednesday, August 3, 2016",Really get to
SOUL,"New York Times, Wednesday, August 3, 2016","""The ___ should always stand ajar"": Dickinson"
OBIES,"New York Times, Wednesday, August 3, 2016",Off Broadway awards
PLED,"New York Times, Wednesday, August 3, 2016",Made an appeal
ERNIE,"New York Times, Wednesday, August 3, 2016",Comedian Kovacs with a star on the Hollywood Walk of Fame
ONCAMERA,"New York Times, Wednesday, August 3, 2016",How many try to capture Bigfoot
DADANCINGRK,"New York Times, Wednesday, August 3, 2016","1984 hit for Bruce Springsteen, literally"
STL,"New York Times, Wednesday, August 3, 2016",Cardinal's cap letters
MSDOS,"New York Times, Wednesday, August 3, 2016",Platform in which you might see the prompt C:\&gt;
EAT,"New York Times, Wednesday, August 3, 2016",Exhortation after saying grace
RHO,"New York Times, Wednesday, August 3, 2016",P
SALINE,"New York Times, Wednesday, August 3, 2016",Medical solution
HAWK,"New York Times, Wednesday, August 3, 2016",Pro-war sort
AUNT,"New York Times, Wednesday, August 3, 2016","""Please excuse my dear ___ Sally"" (math mnemonic)"
RASINGININ,"New York Times, Wednesday, August 3, 2016","1952 hit for Gene Kelly, literally"
TREE,"New York Times, Wednesday, August 3, 2016",Rare sight on a steppe
SNAP,"New York Times, Wednesday, August 3, 2016",Clothing fastener
ANKLE,"New York Times, Wednesday, August 3, 2016",Popular tattoo spot
STYX,"New York Times, Wednesday, August 3, 2016",River crossed by Orpheus
EDYS,"New York Times, Wednesday, August 3, 2016",Slow Churned ice cream brand
SKATE,"New York Times, Wednesday, August 3, 2016",Fish related to the stingray
TOWN,"New York Times, Wednesday, August 3, 2016",Hamlet's relative
OPIE,"New York Times, Wednesday, August 3, 2016",'60s sitcom son
RIBS,"New York Times, Wednesday, August 3, 2016",Barbecue order
MULTI,"New York Times, Wednesday, August 3, 2016",Prefix with cultural
EMO,"New York Times, Wednesday, August 3, 2016",Genre of Dashboard Confessional
WIIG,"New York Times, Wednesday, August 3, 2016","Kristen of 2016's ""Ghostbusters"""
ACNE,"New York Times, Wednesday, August 3, 2016",Proactiv treats it
RENTAL,"New York Times, Wednesday, August 3, 2016",Airport pickup
MEDIAL,"New York Times, Wednesday, August 3, 2016",In the center
FLU,"New York Times, Wednesday, August 3, 2016",Annual vaccine target
LOSANGELES,"New York Times, Wednesday, August 3, 2016",Where Venice is
ALEX,"New York Times, Wednesday, August 3, 2016","Mike Doonesbury's daughter in ""Doonesbury"""
PARE,"New York Times, Wednesday, August 3, 2016",Cut back
WISETO,"New York Times, Wednesday, August 3, 2016",Not tricked by
TRIP,"New York Times, Wednesday, August 3, 2016",Word after guilt or field
FDR,"New York Times, Wednesday, August 3, 2016",Prez who married his fifth cousin once removed
ONEPM,"New York Times, Wednesday, August 3, 2016",Time for a latish lunch
BASED,"New York Times, Wednesday, August 3, 2016",Stationed
FLORA,"New York Times, Wednesday, August 3, 2016",Plants
FOUNDMONEY,"New York Times, Wednesday, August 3, 2016",Change out of an old pair of pants?
REB,"New York Times, Wednesday, August 3, 2016",Civil War soldier
ORION,"New York Times, Wednesday, August 3, 2016",Stars with a belt
EVERT,"New York Times, Wednesday, August 3, 2016",Turn inside out
PEDAL,"New York Times, Wednesday, August 3, 2016",See 67-Down
ELIAS,"New York Times, Wednesday, August 3, 2016",Inventor Howe
ENG,"New York Times, Wednesday, August 3, 2016",E.S.L. component: Abbr.
SCREEN,"New York Times, Wednesday, August 3, 2016",Show in a theater
ENDS,"New York Times, Wednesday, August 3, 2016",Puts the kibosh on
AKA,"New York Times, Wednesday, August 3, 2016",Letters between names
COARSE,"New York Times, Wednesday, August 3, 2016","Like beard hair, texturewise"
ISLAND,"New York Times, Wednesday, August 3, 2016","Common setting for ""Survivor"""
THINK,"New York Times, Wednesday, August 3, 2016",Use one's noodle
RATS,"New York Times, Wednesday, August 3, 2016","""Consarn it!"""
HURT,"New York Times, Wednesday, August 3, 2016",Damaged
ISAY,"New York Times, Wednesday, August 3, 2016","""Well!"""
NIPS,"New York Times, Wednesday, August 3, 2016",Itty-bitty bites
ANKA,"New York Times, Wednesday, August 3, 2016","""My Way"" lyricist Paul"
WILT,"New York Times, Wednesday, August 3, 2016","Go soft, in a way"
KNEE,"New York Times, Wednesday, August 3, 2016",Point of genuflection
TEX,"New York Times, Wednesday, August 3, 2016",Nickname for a cowboy
GAS,"New York Times, Wednesday, August 3, 2016","With 35-Down, something to floor"
OPAL,ANCHOR LINES,Fall birthstone
SHAUN,ANCHOR LINES,"""___ of the Dead"" (2004 horror movie parody)"
CALVE,ANCHOR LINES,"Give birth on a farm, in a way"
APBS,ANCHOR LINES,"Black-and-white alerts, briefly"
NOSE,ANCHOR LINES,Wine bouquet
PABST,ANCHOR LINES,Big brewer
ATEAM,ANCHOR LINES,Starters
LIRA,ANCHOR LINES,Old Italian bread
TOPSTORIES,ANCHOR LINES,"""What's in your attic? And do penthouses have better resale value? Find out in today's ___"""
GLARE,ANCHOR LINES,Menacing look
ANOS,ANCHOR LINES,Parts of dcadas
ACC,ANCHOR LINES,Duke grp.
RUDD,ANCHOR LINES,"Paul of ""Ant-Man"""
BREAKINGNEWS,ANCHOR LINES,"""Museum officials report a priceless vase has shattered. Stay tuned for the ___"""
PHARISEES,ANCHOR LINES,Group attacked by John the Baptist
ORR,ANCHOR LINES,Bruin Bobby
ADRIANI,ANCHOR LINES,Eighth-century pope with the sixth-longest reign
EVAN,ANCHOR LINES,Snapchat co-founder Spiegel
AGO,ANCHOR LINES,Past
GUN,ANCHOR LINES,Floor (it)
ASPEN,ANCHOR LINES,White-barked tree
DETAILSARESKETCHY,ANCHOR LINES,"""A courtroom artist has been arrested for fraud. ___"""
PYE,ANCHOR LINES,Poet laureate Henry James ___
AROMA,ANCHOR LINES,Coffee's draw
CANTO,ANCHOR LINES,Epic poem section
ZEE,ANCHOR LINES,Wye follower
ILES,ANCHOR LINES,Spots in la Seine
BIOS,ANCHOR LINES,"Obits, basically"
UFC,ANCHOR LINES,Mixed martial arts org.
REFI,ANCHOR LINES,"Many a new loan, for short"
SADNESS,ANCHOR LINES,Blue state
ACL,ANCHOR LINES,"Often-injured part of the knee, for short"
SPOONERISM,ANCHOR LINES,"Fighting a liar, e.g."
ROT,ANCHOR LINES,Blarney
THELATEST,ANCHOR LINES,"""Schools are cracking down on their most tardy students. We'll have ___"""
BACKTOYOU,ANCHOR LINES,"""Coming up, a pistol dueler tells us his stance. Now ___"""
IDO,ANCHOR LINES,Ringing words?
THEJONESES,ANCHOR LINES,Ones to keep up with
ENS,ANCHOR LINES,Tennis doubles?
GALLOPS,ANCHOR LINES,Paces at races
SLAG,ANCHOR LINES,Smelting waste
NIN,ANCHOR LINES,"Anas of ""Henry &amp; June"""
LEIA,ANCHOR LINES,Princess with a twin
ISAY,ANCHOR LINES,"""Well, well, old chap"""
ATE,ANCHOR LINES,Consumed
OCHOA,ANCHOR LINES,Mexican-born golfer Lorena
PESCI,ANCHOR LINES,"Joe of ""My Cousin Vinny"""
MIS,ANCHOR LINES,Start for deal or lead
TRAFFICANDWEATHER,ANCHOR LINES,"""After the break, people are leaving the city during winter because of crime. Plus ___"""
MATRI,ANCHOR LINES,Mother: Prefix
BFA,ANCHOR LINES,Curator's deg.
UMA,ANCHOR LINES,"Thurman of ""Henry &amp; June"""
ASNO,ANCHOR LINES,Come ___ surprise
EMPANEL,ANCHOR LINES,Put on a jury
BUS,ANCHOR LINES,Clear the tables
TASTINESS,ANCHOR LINES,Savor
FILMATELEVEN,ANCHOR LINES,"""Our camera crew entered a one-hour photo shop at ten. ___"""
LOAN,ANCHOR LINES,Advance
AAH,ANCHOR LINES,Spa sound
INAS,ANCHOR LINES,Lead-in to much
ABARE,ANCHOR LINES,"""With ___ bodkin?"": Hamlet"
STANDINGBY,ANCHOR LINES,"""With more about those defending the accused, our reporter is ___"""
VOCE,ANCHOR LINES,Sotto ___ (quietly)
TONGA,ANCHOR LINES,Nation near Fiji
FRITO,ANCHOR LINES,Corn chip
AERO,ANCHOR LINES,"Sleek, informally"
ERES,ANCHOR LINES,"You are, in Spain"
SYKES,ANCHOR LINES,A comedian called Wanda
WINOS,ANCHOR LINES,Grape nuts?
GRAF,ANCHOR LINES,Tennis's Steffi
ONTAP,ANCHOR LINES,Ready
POOCH,ANCHOR LINES,Doggy
ASPCA,ANCHOR LINES,Rescue org.
LES,ANCHOR LINES,"___ Moulins, Qubec"
SPOUSAL,ANCHOR LINES,Like some support payments
HARDENS,ANCHOR LINES,Sets
ABIDE,ANCHOR LINES,"Follow, with ""by"""
USE,ANCHOR LINES,Take advantage of
NTSB,ANCHOR LINES,"Accident investigator, for short"
CAGER,ANCHOR LINES,"Court player, in old lingo"
ATLARGE,ANCHOR LINES,Still on the loose
LEAK,ANCHOR LINES,Not keep a secret
VARIANCES,ANCHOR LINES,Special permits
EMEND,ANCHOR LINES,"Fix, as text"
ALANIS,ANCHOR LINES,Singer Morissette
PINEAPPLE,ANCHOR LINES,Pizza topping
BROWNEYES,ANCHOR LINES,"About which it was asked ""Why are you blue?,"" in a classic song"
SASSINESS,ANCHOR LINES,Spunk
TRIVIA,ANCHOR LINES,Quiz show fodder
ROOSTER,ANCHOR LINES,One giving a wake-up call?
GRAY,ANCHOR LINES,Overcast
REAMS,ANCHOR LINES,Lots
SARA,ANCHOR LINES,"Gilbert of ""The Talk"""
GENRE,ANCHOR LINES,Sci-fi or fantasy
UTZ,ANCHOR LINES,"Snack brand featured on ""Mad Men"""
DABAT,ANCHOR LINES,Blot gently
ERICH,ANCHOR LINES,"Actor Bergen of ""Jersey Boys"""
TOOLE,ANCHOR LINES,Novelist John Kennedy ___
ACCOST,ANCHOR LINES,"Grab by the collar, say"
KOFI,ANCHOR LINES,Annan of the U.N.
HEARKEN,ANCHOR LINES,Give heed
INTO,ANCHOR LINES,Digging
UPTOPAR,ANCHOR LINES,Satisfactory
FOE,ANCHOR LINES,Friend's opposite
ISBN,ANCHOR LINES,Fig. for a librarian
DOTS,ANCHOR LINES,Points
SADO,ANCHOR LINES,Prefix with masochistic
NTHS,ANCHOR LINES,High degrees
MAENAD,ANCHOR LINES,Devotee of Dionysus
LILY,ANCHOR LINES,Pond sight
CSI,ANCHOR LINES,2000-15 TV drama
YEESH,ANCHOR LINES,"""Oh jeez!"""
ONICE,ANCHOR LINES,Chilling
USAIR,ANCHOR LINES,Bygone carrier
ELOI,ANCHOR LINES,"Morlocks' prey, in sci-fi"
JACCUSE,ANCHOR LINES,Historic headline of 1898
OGHAM,ANCHOR LINES,Old Irish character
GIMMEFIVE,ANCHOR LINES,"""Up top!"""
ASIAMINOR,ANCHOR LINES,"Anatolia, familiarly"
LASTPLACE,ANCHOR LINES,Spot for the booby prize
STABLEBOY,ANCHOR LINES,Groom
LETON,ANCHOR LINES,Divulge
EFF,ANCHOR LINES,Start to fail?
ONAT,ANCHOR LINES,Go ___ great length
PANINI,ANCHOR LINES,Grilled sandwich
TINA,ANCHOR LINES,"Daughter on the animated ""Bob's Burgers"""
FABERGE,ANCHOR LINES,Egg-spensive jeweler?
WASONTO,ANCHOR LINES,Saw through
ESTADOS,ANCHOR LINES,___ Unidos
RAMSES,ANCHOR LINES,Temple of Abu Simbel honoree
ETATS,ANCHOR LINES,___-Unis
UVEAS,ANCHOR LINES,Eye layers
ALAIN,ANCHOR LINES,"___ Locke, the so-called ""Dean of the Harlem Renaissance"""
EAGER,ANCHOR LINES,Champing at the bit
SABRA,ANCHOR LINES,Native Israeli
SHYOF,ANCHOR LINES,"Below, as a goal"
LANK,ANCHOR LINES,Tall and thin
NSFW,ANCHOR LINES,Warning letters on some graphic videos
TRI,ANCHOR LINES,Part of TNT
NAG,ANCHOR LINES,Pester
MACS,"New York Times, Tuesday, August 9, 2016",Computers that are un-PC
ZOOM,"New York Times, Tuesday, August 9, 2016","With 9-Across, an auto ad slogan"
ZOOM,"New York Times, Tuesday, August 9, 2016","With 5-Across, quickly"
OSHA,"New York Times, Tuesday, August 9, 2016",Workplace protection agcy.
ITNO,"New York Times, Tuesday, August 9, 2016","""My Heart Can't Take ___ More"" (1963 Supremes song)"
INPUT,"New York Times, Tuesday, August 9, 2016","Two cents, so to speak"
CHIT,"New York Times, Tuesday, August 9, 2016","""Pay me later"" marker"
LEER,"New York Times, Tuesday, August 9, 2016",Sly look
PERMS,"New York Times, Tuesday, August 9, 2016","Salon jobs, for short"
KENO,"New York Times, Tuesday, August 9, 2016",Casino game that looks like a thou in reverse
CRANKS,"New York Times, Tuesday, August 9, 2016",Grouches
ABA,"New York Times, Tuesday, August 9, 2016",Lawyer's org.
AUTHOR,"New York Times, Tuesday, August 9, 2016","With 26-Across, 1982 Al Pacino film"
AUTHOR,"New York Times, Tuesday, August 9, 2016","With 24-Across, 1962 P. G. Wodehouse book"
BATTY,"New York Times, Tuesday, August 9, 2016",Bonkers
TRIPE,"New York Times, Tuesday, August 9, 2016",Horsefeathers
ORO,"New York Times, Tuesday, August 9, 2016",Spanish treasure
PASHAS,"New York Times, Tuesday, August 9, 2016",Ottoman bigwigs
DYES,"New York Times, Tuesday, August 9, 2016","Colors, as Easter eggs"
NEWYORK,"New York Times, Tuesday, August 9, 2016","With 42-Across, Frank Sinatra signature song"
NEWYORK,"New York Times, Tuesday, August 9, 2016","With 40-Across, where Broadway is"
DANE,"New York Times, Tuesday, August 9, 2016",Hamlet or Ophelia
MEAGRE,"New York Times, Tuesday, August 9, 2016","Scanty, in London"
UNI,"New York Times, Tuesday, August 9, 2016",Prefix with lateral
ACIDS,"New York Times, Tuesday, August 9, 2016",They turn litmus paper red
ABBOT,"New York Times, Tuesday, August 9, 2016",Monk's superior
HEARYE,"New York Times, Tuesday, August 9, 2016","With 55-Across, town crier's cry"
HEARYE,"New York Times, Tuesday, August 9, 2016","With 52-Across, Aaron Copland ballet"
ELL,"New York Times, Tuesday, August 9, 2016",Pipe fitting
BSHARP,"New York Times, Tuesday, August 9, 2016",Equivalent of C natural
ETCH,"New York Times, Tuesday, August 9, 2016",___ A Sketch
ALITO,"New York Times, Tuesday, August 9, 2016",Samuel on the Supreme Court
INRI,"New York Times, Tuesday, August 9, 2016",Cross inscription
NCAA,"New York Times, Tuesday, August 9, 2016",Final Four grp.
TIBER,"New York Times, Tuesday, August 9, 2016",River near the Vatican
ETON,"New York Times, Tuesday, August 9, 2016",British prep school
OHMS,"New York Times, Tuesday, August 9, 2016",Resistance units
SING,"New York Times, Tuesday, August 9, 2016","With 72-Across, noted maximum security prison"
SING,"New York Times, Tuesday, August 9, 2016","With 71- and 72-Across, classic Louis Prima tune"
WASH,"New York Times, Tuesday, August 9, 2016","""___ ME"" (phrase written on dirty cars)"
MOCK,"New York Times, Tuesday, August 9, 2016",Poke fun at
ASHE,"New York Times, Tuesday, August 9, 2016",Tennis legend Arthur
CHINATOWN,"New York Times, Tuesday, August 9, 2016",Neighborhood south of SoHo
SATOUT,"New York Times, Tuesday, August 9, 2016","Skipped, as a dance"
ZILCH,"New York Times, Tuesday, August 9, 2016",Bubkes
OTERO,"New York Times, Tuesday, August 9, 2016",County in Colorado or New Mexico
ONEARTH,"New York Times, Tuesday, August 9, 2016","""... ___ as it is in heaven"""
MORN,"New York Times, Tuesday, August 9, 2016","Daybreak, to Donne"
ZIPSUP,"New York Times, Tuesday, August 9, 2016","Closes, as a fly"
ONE,"New York Times, Tuesday, August 9, 2016","Ironically, the last song in ""A Chorus Line"""
OPRAH,"New York Times, Tuesday, August 9, 2016",She's got her OWN network
MUMBO,"New York Times, Tuesday, August 9, 2016",___ jumbo
TSAR,"New York Times, Tuesday, August 9, 2016",Old Russian ruler
KAISER,"New York Times, Tuesday, August 9, 2016",Old German ruler
